model,w1,w2,rating
qwen3:8b,money,withdrawal,2
qwen3:8b,money,laundering,1
qwen3:8b,money,operation,2
qwen3:8b,tiger,jaguar,9
qwen3:8b,tiger,feline,10
qwen3:8b,tiger,carnivore,7
qwen3:8b,tiger,mammal,5
qwen3:8b,tiger,animal,7
qwen3:8b,tiger,organism,2
qwen3:8b,tiger,fauna,2
qwen3:8b,tiger,zoo,1
qwen3:8b,psychology,psychiatry,9
qwen3:8b,psychology,anxiety,3
qwen3:8b,psychology,fear,3
qwen3:8b,psychology,depression,6
qwen3:8b,psychology,clinic,2
qwen3:8b,psychology,doctor,1
qwen3:8b,psychology,Freud,3
qwen3:8b,psychology,mind,8
qwen3:8b,psychology,health,3
qwen3:8b,psychology,science,7
qwen3:8b,psychology,discipline,7
qwen3:8b,psychology,cognition,9
qwen3:8b,planet,star,5
qwen3:8b,planet,constellation,3
qwen3:8b,planet,moon,7
qwen3:8b,planet,sun,3
qwen3:8b,planet,galaxy,2
qwen3:8b,planet,space,3
qwen3:8b,planet,astronomer,2
qwen3:8b,precedent,example,8
qwen3:8b,precedent,information,0
qwen3:8b,precedent,cognition,2
qwen3:8b,precedent,law,6
qwen3:8b,precedent,collection,0
qwen3:8b,precedent,group,0
qwen3:8b,precedent,antecedent,9
qwen3:8b,cup,coffee,2
qwen3:8b,cup,tableware,7
qwen3:8b,cup,article,2
qwen3:8b,cup,artifact,2
qwen3:8b,cup,object,3
qwen3:8b,cup,entity,1
qwen3:8b,cup,drink,2
qwen3:8b,cup,food,1
qwen3:8b,cup,substance,1
qwen3:8b,cup,liquid,1
qwen3:8b,jaguar,cat,9
qwen3:8b,jaguar,car,8
qwen3:8b,energy,secretary,0
qwen3:8b,secretary,senate,1
qwen3:8b,energy,laboratory,1
qwen3:8b,computer,laboratory,2
qwen3:8b,weapon,secret,0
qwen3:8b,FBI,fingerprint,1
qwen3:8b,FBI,investigation,7
qwen3:8b,investigation,effort,5
qwen3:8b,Mars,water,0
qwen3:8b,Mars,scientist,1
qwen3:8b,news,report,8
qwen3:8b,canyon,landscape,3
qwen3:8b,image,surface,2
qwen3:8b,discovery,space,2
qwen3:8b,water,seepage,6
qwen3:8b,sign,recess,0
qwen3:8b,Wednesday,news,0
qwen3:8b,mile,kilometer,10
qwen3:8b,computer,news,1
qwen3:8b,territory,surface,2
qwen3:8b,atmosphere,landscape,3
qwen3:8b,president,medal,0
qwen3:8b,war,troops,5
qwen3:8b,record,number,3
qwen3:8b,skin,eye,0
qwen3:8b,Japanese,American,3
qwen3:8b,theater,history,0
qwen3:8b,volunteer,motto,1
qwen3:8b,prejudice,recognition,1
qwen3:8b,decoration,valor,0
qwen3:8b,century,year,6
qwen3:8b,century,nation,0
qwen3:8b,delay,racism,0
qwen3:8b,delay,news,0
qwen3:8b,minister,party,2
qwen3:8b,peace,plan,1
qwen3:8b,minority,peace,1
qwen3:8b,attempt,peace,0
qwen3:8b,government,crisis,2
qwen3:8b,deployment,departure,2
qwen3:8b,deployment,withdrawal,2
qwen3:8b,energy,crisis,0
qwen3:8b,announcement,news,8
qwen3:8b,announcement,effort,1
qwen3:8b,stroke,hospital,2
qwen3:8b,disability,death,1
qwen3:8b,victim,emergency,2
qwen3:8b,treatment,recovery,8
qwen3:8b,journal,association,2
qwen3:8b,doctor,personnel,2
qwen3:8b,doctor,liability,0
qwen3:8b,liability,insurance,4
qwen3:8b,school,center,4
qwen3:8b,reason,hypertension,0
qwen3:8b,reason,criterion,8
qwen3:8b,hundred,percent,3
qwen3:8b,Harvard,Yale,2
qwen3:8b,hospital,infrastructure,2
qwen3:8b,death,row,0
qwen3:8b,death,inmate,0
qwen3:8b,lawyer,evidence,2
qwen3:8b,life,death,0
qwen3:8b,life,term,3
qwen3:8b,word,similarity,2
qwen3:8b,board,recommendation,2
qwen3:8b,governor,interview,1
qwen3:8b,OPEC,country,2
qwen3:8b,peace,atmosphere,2
qwen3:8b,peace,insurance,1
qwen3:8b,territory,kilometer,0
qwen3:8b,travel,activity,3
qwen3:8b,competition,price,2
qwen3:8b,consumer,confidence,1
qwen3:8b,consumer,energy,2
qwen3:8b,problem,airport,1
qwen3:8b,car,flight,3
qwen3:8b,credit,card,2
qwen3:8b,credit,information,2
qwen3:8b,hotel,reservation,4
qwen3:8b,grocery,money,0
qwen3:8b,registration,arrangement,4
qwen3:8b,arrangement,accommodation,7
qwen3:8b,month,hotel,0
qwen3:8b,type,kind,10
qwen3:8b,arrival,hotel,2
qwen3:8b,bed,closet,0
qwen3:8b,closet,clothes,3
qwen3:8b,situation,conclusion,2
qwen3:8b,situation,isolation,2
qwen3:8b,impartiality,interest,0
qwen3:8b,direction,combination,1
qwen3:8b,street,place,6
qwen3:8b,street,avenue,10
qwen3:8b,street,block,7
qwen3:8b,street,children,1
qwen3:8b,listing,proximity,0
qwen3:8b,listing,category,6
qwen3:8b,cell,phone,2
qwen3:8b,production,hike,0
qwen3:8b,benchmark,index,7
qwen3:8b,media,trading,0
qwen3:8b,media,gain,0
qwen3:8b,dividend,payment,5
qwen3:8b,dividend,calculation,0
qwen3:8b,calculation,computation,10
qwen3:8b,currency,market,2
qwen3:8b,OPEC,oil,6
qwen3:8b,oil,stock,0
qwen3:8b,announcement,production,2
qwen3:8b,announcement,warning,4
qwen3:8b,profit,warning,0
qwen3:8b,profit,loss,2
qwen3:8b,dollar,yen,9
qwen3:8b,dollar,buck,10
qwen3:8b,dollar,profit,2
qwen3:8b,dollar,loss,0
qwen3:8b,computer,software,4
qwen3:8b,network,hardware,2
qwen3:8b,phone,equipment,5
qwen3:8b,equipment,maker,1
qwen3:8b,luxury,car,4
qwen3:8b,five,month,0
qwen3:8b,report,gain,1
qwen3:8b,investor,earning,3
qwen3:8b,liquid,water,8
qwen3:8b,baseball,season,2
qwen3:8b,game,victory,4
qwen3:8b,game,team,2
qwen3:8b,marathon,sprint,5
qwen3:8b,game,series,6
qwen3:8b,game,defeat,3
qwen3:8b,seven,series,1
qwen3:8b,seafood,sea,3
qwen3:8b,seafood,food,9
qwen3:8b,seafood,lobster,10
qwen3:8b,lobster,food,5
qwen3:8b,lobster,wine,0
qwen3:8b,food,preparation,3
qwen3:8b,video,archive,3
qwen3:8b,start,year,0
qwen3:8b,start,match,2
qwen3:8b,game,round,5
qwen3:8b,boxing,round,3
qwen3:8b,championship,tournament,9
qwen3:8b,fighting,defeating,9
qwen3:8b,line,insurance,0
qwen3:8b,day,summer,2
qwen3:8b,summer,drought,2
qwen3:8b,summer,nature,3
qwen3:8b,day,dawn,6
qwen3:8b,nature,environment,10
qwen3:8b,environment,ecology,9
qwen3:8b,nature,man,3
qwen3:8b,man,woman,9
qwen3:8b,man,governor,2
qwen3:8b,murder,manslaughter,9
qwen3:8b,soap,opera,1
qwen3:8b,opera,performance,7
qwen3:8b,life,lesson,2
qwen3:8b,focus,life,1
qwen3:8b,production,crew,5
qwen3:8b,television,film,7
qwen3:8b,lover,quarrel,1
qwen3:8b,viewer,serial,2
qwen3:8b,possibility,girl,0
qwen3:8b,population,development,2
qwen3:8b,morality,importance,2
qwen3:8b,morality,marriage,1
qwen3:8b,Mexico,Brazil,2
qwen3:8b,gender,equality,3
qwen3:8b,change,attitude,2
qwen3:8b,family,planning,2
qwen3:8b,opera,industry,1
qwen3:8b,sugar,approach,0
qwen3:8b,practice,institution,6
qwen3:8b,ministry,culture,2
qwen3:8b,problem,challenge,9
qwen3:8b,size,prominence,2
qwen3:8b,country,citizen,4
qwen3:8b,planet,people,0
qwen3:8b,development,issue,2
qwen3:8b,experience,music,1
qwen3:8b,music,project,1
qwen3:8b,glass,metal,2
qwen3:8b,aluminum,metal,9
qwen3:8b,chance,credibility,1
qwen3:8b,exhibit,memorabilia,3
qwen3:8b,concert,virtuoso,2
qwen3:8b,rock,jazz,3
qwen3:8b,museum,theater,2
qwen3:8b,observation,architecture,0
qwen3:8b,space,world,4
qwen3:8b,preservation,world,0
qwen3:8b,admission,ticket,7
qwen3:8b,shower,thunderstorm,2
qwen3:8b,shower,flood,5
qwen3:8b,weather,forecast,8
qwen3:8b,disaster,area,0
qwen3:8b,governor,office,7
qwen3:8b,architecture,century,0
