model,w1,w2,rating
llama3.1:8b,psychology,mind,8
llama3.1:8b,psychology,health,3
llama3.1:8b,psychology,science,8
llama3.1:8b,psychology,discipline,9
llama3.1:8b,psychology,cognition,10
llama3.1:8b,planet,star,9
llama3.1:8b,planet,constellation,8
llama3.1:8b,planet,moon,8
llama3.1:8b,planet,sun,6
llama3.1:8b,planet,galaxy,9
llama3.1:8b,planet,space,10
llama3.1:8b,planet,astronomer,6
llama3.1:8b,precedent,example,4
llama3.1:8b,precedent,information,0
llama3.1:8b,precedent,cognition,0
llama3.1:8b,precedent,law,6
llama3.1:8b,precedent,collection,0
llama3.1:8b,precedent,group,0
llama3.1:8b,precedent,antecedent,10
llama3.1:8b,cup,coffee,0
llama3.1:8b,cup,tableware,4
llama3.1:8b,cup,article,4
llama3.1:8b,cup,artifact,0
llama3.1:8b,cup,object,4
llama3.1:8b,cup,entity,0
llama3.1:8b,cup,drink,4
llama3.1:8b,cup,food,0
llama3.1:8b,cup,substance,0
llama3.1:8b,cup,liquid,0
llama3.1:8b,jaguar,cat,0
llama3.1:8b,jaguar,car,0
llama3.1:8b,energy,secretary,0
llama3.1:8b,secretary,senate,0
llama3.1:8b,energy,laboratory,0
llama3.1:8b,computer,laboratory,0
llama3.1:8b,weapon,secret,0
llama3.1:8b,FBI,fingerprint,0
llama3.1:8b,FBI,investigation,8
llama3.1:8b,investigation,effort,4
llama3.1:8b,Mars,water,0
llama3.1:8b,Mars,scientist,0
llama3.1:8b,news,report,9
llama3.1:8b,canyon,landscape,6
llama3.1:8b,image,surface,6
llama3.1:8b,discovery,space,4
llama3.1:8b,water,seepage,6
llama3.1:8b,sign,recess,0
llama3.1:8b,Wednesday,news,0
llama3.1:8b,mile,kilometer,8
llama3.1:8b,computer,news,0
llama3.1:8b,territory,surface,0
llama3.1:8b,atmosphere,landscape,6
llama3.1:8b,president,medal,0
llama3.1:8b,war,troops,9
llama3.1:8b,record,number,6
llama3.1:8b,skin,eye,0
llama3.1:8b,Japanese,American,0
llama3.1:8b,theater,history,0
llama3.1:8b,volunteer,motto,0
llama3.1:8b,prejudice,recognition,0
llama3.1:8b,decoration,valor,0
llama3.1:8b,century,year,6
llama3.1:8b,century,nation,0
llama3.1:8b,delay,racism,0
llama3.1:8b,delay,news,0
llama3.1:8b,minister,party,0
llama3.1:8b,peace,plan,0
llama3.1:8b,minority,peace,4
llama3.1:8b,attempt,peace,0
llama3.1:8b,government,crisis,4
llama3.1:8b,deployment,departure,8
llama3.1:8b,deployment,withdrawal,8
llama3.1:8b,energy,crisis,0
llama3.1:8b,announcement,news,10
llama3.1:8b,announcement,effort,0
llama3.1:8b,stroke,hospital,0
llama3.1:8b,disability,death,0
llama3.1:8b,victim,emergency,0
llama3.1:8b,treatment,recovery,8
llama3.1:8b,journal,association,6
llama3.1:8b,doctor,personnel,4
llama3.1:8b,doctor,liability,0
llama3.1:8b,liability,insurance,6
llama3.1:8b,school,center,4
llama3.1:8b,reason,hypertension,0
llama3.1:8b,reason,criterion,8
llama3.1:8b,hundred,percent,10
llama3.1:8b,Harvard,Yale,10
llama3.1:8b,hospital,infrastructure,2
llama3.1:8b,death,row,0
llama3.1:8b,death,inmate,0
llama3.1:8b,lawyer,evidence,4
llama3.1:8b,life,death,8
llama3.1:8b,life,term,0
llama3.1:8b,word,similarity,10
llama3.1:8b,board,recommendation,0
llama3.1:8b,governor,interview,0
llama3.1:8b,OPEC,country,0
llama3.1:8b,peace,atmosphere,0
llama3.1:8b,peace,insurance,0
llama3.1:8b,territory,kilometer,0
llama3.1:8b,travel,activity,4
llama3.1:8b,competition,price,0
llama3.1:8b,consumer,confidence,0
llama3.1:8b,consumer,energy,0
llama3.1:8b,problem,airport,0
llama3.1:8b,car,flight,0
llama3.1:8b,credit,card,6
llama3.1:8b,credit,information,0
llama3.1:8b,hotel,reservation,6
llama3.1:8b,grocery,money,0
llama3.1:8b,registration,arrangement,6
llama3.1:8b,arrangement,accommodation,8
llama3.1:8b,month,hotel,0
llama3.1:8b,type,kind,10
llama3.1:8b,arrival,hotel,0
llama3.1:8b,bed,closet,0
llama3.1:8b,closet,clothes,4
llama3.1:8b,situation,conclusion,0
llama3.1:8b,situation,isolation,4
llama3.1:8b,impartiality,interest,0
llama3.1:8b,direction,combination,0
llama3.1:8b,street,place,8
llama3.1:8b,street,avenue,9
llama3.1:8b,street,children,0
llama3.1:8b,listing,proximity,0
llama3.1:8b,listing,category,9
llama3.1:8b,cell,phone,4
llama3.1:8b,production,hike,0
llama3.1:8b,benchmark,index,4
llama3.1:8b,media,trading,0
llama3.1:8b,media,gain,0
llama3.1:8b,dividend,payment,8
llama3.1:8b,dividend,calculation,0
llama3.1:8b,calculation,computation,9
llama3.1:8b,currency,market,8
llama3.1:8b,OPEC,oil,8
llama3.1:8b,oil,stock,0
llama3.1:8b,announcement,production,0
llama3.1:8b,announcement,warning,4
llama3.1:8b,profit,warning,0
llama3.1:8b,profit,loss,0
llama3.1:8b,dollar,yen,8
llama3.1:8b,dollar,buck,10
llama3.1:8b,dollar,profit,4
llama3.1:8b,dollar,loss,0
llama3.1:8b,computer,software,9
llama3.1:8b,network,hardware,0
llama3.1:8b,phone,equipment,3
llama3.1:8b,equipment,maker,4
llama3.1:8b,luxury,car,0
llama3.1:8b,five,month,0
llama3.1:8b,report,gain,0
llama3.1:8b,investor,earning,4
llama3.1:8b,liquid,water,10
llama3.1:8b,baseball,season,3
llama3.1:8b,game,victory,8
llama3.1:8b,game,team,9
llama3.1:8b,marathon,sprint,0
llama3.1:8b,game,series,8
llama3.1:8b,game,defeat,0
llama3.1:8b,seven,series,0
llama3.1:8b,seafood,sea,4
llama3.1:8b,seafood,food,6
llama3.1:8b,seafood,lobster,9
llama3.1:8b,lobster,food,3
llama3.1:8b,lobster,wine,0
llama3.1:8b,food,preparation,0
llama3.1:8b,video,archive,6
llama3.1:8b,start,year,0
llama3.1:8b,start,match,0
llama3.1:8b,game,round,6
llama3.1:8b,boxing,round,9
llama3.1:8b,championship,tournament,9
llama3.1:8b,fighting,defeating,9
llama3.1:8b,line,insurance,0
llama3.1:8b,day,summer,6
llama3.1:8b,summer,drought,0
llama3.1:8b,summer,nature,4
llama3.1:8b,day,dawn,9
llama3.1:8b,nature,environment,9
llama3.1:8b,environment,ecology,9
llama3.1:8b,nature,man,0
llama3.1:8b,man,woman,8
llama3.1:8b,man,governor,0
llama3.1:8b,murder,man slaughter,8
llama3.1:8b,soap,opera,0
llama3.1:8b,opera,performance,9
llama3.1:8b,life,lesson,4
llama3.1:8b,focus,life,0
llama3.1:8b,production,crew,3
llama3.1:8b,television,film,8
llama3.1:8b,lover,quarrel,0
llama3.1:8b,viewer,serial,3
llama3.1:8b,possibility,girl,0
llama3.1:8b,population,development,4
llama3.1:8b,morality,importance,6
llama3.1:8b,morality,marriage,0
llama3.1:8b,Mexico,Brazil,0
llama3.1:8b,gender,equality,8
llama3.1:8b,change,attitude,0
llama3.1:8b,family,planning,0
llama3.1:8b,opera,industry,0
llama3.1:8b,sugar,approach,0
llama3.1:8b,practice,institution,4
llama3.1:8b,ministry,culture,0
llama3.1:8b,problem,challenge,8
llama3.1:8b,size,prominence,6
llama3.1:8b,country,citizen,8
llama3.1:8b,planet,people,0
llama3.1:8b,development,issue,0
llama3.1:8b,experience,music,0
llama3.1:8b,music,project,3
llama3.1:8b,glass,metal,0
llama3.1:8b,aluminum,metal,8
llama3.1:8b,chance,credibility,0
llama3.1:8b,exhibit,memorabilia,8
llama3.1:8b,concert,virtuoso,9
llama3.1:8b,rock,jazz,0
llama3.1:8b,museum,theater,4
llama3.1:8b,observation,architecture,0
llama3.1:8b,space,world,9
llama3.1:8b,preservation,world,0
llama3.1:8b,admission,ticket,8
llama3.1:8b,shower,thunderstorm,0
llama3.1:8b,shower,flood,0
llama3.1:8b,weather,forecast,9
llama3.1:8b,disaster,area,0
llama3.1:8b,governor,office,8
llama3.1:8b,architecture,century,0
