model,w1,w2,rating
gemma3:27b,forest,graveyard,2
gemma3:27b,shore,woodland,2
gemma3:27b,monk,slave,2
gemma3:27b,coast,forest,2
gemma3:27b,lad,wizard,1
gemma3:27b,chord,smile,0
gemma3:27b,glass,magician,0
gemma3:27b,noon,string,0
gemma3:27b,rooster,voyage,0
gemma3:27b,money,dollar,7
gemma3:27b,money,cash,9
gemma3:27b,money,currency,9
gemma3:27b,money,wealth,8
gemma3:27b,money,property,3
gemma3:27b,money,possession,6
gemma3:27b,money,bank,3
gemma3:27b,money,deposit,3
gemma3:27b,money,withdrawal,3
gemma3:27b,money,laundering,2
gemma3:27b,money,operation,0
gemma3:27b,tiger,jaguar,8
gemma3:27b,tiger,feline,7
gemma3:27b,tiger,carnivore,7
gemma3:27b,tiger,mammal,6
gemma3:27b,tiger,animal,6
gemma3:27b,tiger,organism,2
gemma3:27b,tiger,fauna,3
gemma3:27b,tiger,zoo,2
gemma3:27b,psychology,psychiatry,8
gemma3:27b,psychology,anxiety,3
gemma3:27b,psychology,fear,3
gemma3:27b,psychology,depression,3
gemma3:27b,psychology,clinic,2
gemma3:27b,psychology,doctor,2
gemma3:27b,psychology,Freud,3
gemma3:27b,psychology,mind,6
gemma3:27b,psychology,health,3
gemma3:27b,psychology,science,6
gemma3:27b,psychology,discipline,3
gemma3:27b,psychology,cognition,8
gemma3:27b,planet,star,3
gemma3:27b,planet,constellation,3
gemma3:27b,planet,moon,6
gemma3:27b,planet,sun,6
gemma3:27b,planet,galaxy,3
gemma3:27b,planet,space,3
gemma3:27b,planet,astronomer,2
gemma3:27b,precedent,example,6
gemma3:27b,precedent,information,1
gemma3:27b,precedent,cognition,2
gemma3:27b,precedent,law,3
gemma3:27b,precedent,collection,1
gemma3:27b,precedent,group,1
gemma3:27b,precedent,antecedent,6
gemma3:27b,cup,coffee,2
gemma3:27b,cup,tableware,6
gemma3:27b,cup,article,0
gemma3:27b,cup,artifact,2
gemma3:27b,cup,object,2
gemma3:27b,cup,entity,0
gemma3:27b,cup,drink,3
gemma3:27b,cup,food,1
gemma3:27b,cup,substance,0
gemma3:27b,cup,liquid,2
gemma3:27b,jaguar,cat,7
gemma3:27b,jaguar,car,0
gemma3:27b,energy,secretary,0
gemma3:27b,secretary,senate,2
gemma3:27b,energy,laboratory,1
gemma3:27b,computer,laboratory,1
gemma3:27b,weapon,secret,0
gemma3:27b,FBI,fingerprint,3
gemma3:27b,FBI,investigation,5
gemma3:27b,investigation,effort,2
gemma3:27b,Mars,water,0
gemma3:27b,Mars,scientist,1
gemma3:27b,news,report,7
gemma3:27b,canyon,landscape,3
gemma3:27b,image,surface,2
gemma3:27b,discovery,space,2
gemma3:27b,water,seepage,3
gemma3:27b,sign,recess,0
gemma3:27b,Wednesday,news,0
gemma3:27b,mile,kilometer,10
gemma3:27b,computer,news,0
gemma3:27b,territory,surface,1
gemma3:27b,atmosphere,landscape,2
gemma3:27b,president,medal,0
gemma3:27b,war,troops,3
gemma3:27b,record,number,2
gemma3:27b,skin,eye,2
gemma3:27b,Japanese,American,2
gemma3:27b,theater,history,2
gemma3:27b,volunteer,motto,1
gemma3:27b,prejudice,recognition,2
gemma3:27b,decoration,valor,1
gemma3:27b,century,year,6
gemma3:27b,century,nation,0
gemma3:27b,delay,racism,0
gemma3:27b,delay,news,0
gemma3:27b,minister,party,2
gemma3:27b,peace,plan,0
gemma3:27b,minority,peace,0
gemma3:27b,attempt,peace,0
gemma3:27b,government,crisis,2
gemma3:27b,deployment,departure,5
gemma3:27b,deployment,withdrawal,3
gemma3:27b,energy,crisis,2
gemma3:27b,announcement,news,7
gemma3:27b,announcement,effort,1
gemma3:27b,stroke,hospital,2
gemma3:27b,disability,death,2
gemma3:27b,victim,emergency,2
gemma3:27b,treatment,recovery,5
gemma3:27b,journal,association,2
gemma3:27b,doctor,personnel,2
gemma3:27b,doctor,liability,0
gemma3:27b,liability,insurance,6
gemma3:27b,school,center,3
gemma3:27b,reason,hypertension,0
gemma3:27b,reason,criterion,3
gemma3:27b,hundred,percent,2
gemma3:27b,Harvard,Yale,8
gemma3:27b,hospital,infrastructure,1
gemma3:27b,death,row,0
gemma3:27b,death,inmate,0
gemma3:27b,lawyer,evidence,2
gemma3:27b,life,death,2
gemma3:27b,life,term,2
gemma3:27b,word,similarity,2
gemma3:27b,board,recommendation,1
gemma3:27b,governor,interview,0
gemma3:27b,OPEC,country,2
gemma3:27b,peace,atmosphere,2
gemma3:27b,peace,insurance,1
gemma3:27b,territory,kilometer,0
gemma3:27b,travel,activity,2
gemma3:27b,competition,price,2
gemma3:27b,consumer,confidence,2
gemma3:27b,consumer,energy,0
gemma3:27b,problem,airport,0
gemma3:27b,car,flight,0
gemma3:27b,credit,card,3
gemma3:27b,credit,information,1
gemma3:27b,hotel,reservation,3
gemma3:27b,grocery,money,1
gemma3:27b,registration,arrangement,3
gemma3:27b,arrangement,accommodation,3
gemma3:27b,month,hotel,0
gemma3:27b,type,kind,7
gemma3:27b,arrival,hotel,1
gemma3:27b,bed,closet,2
gemma3:27b,closet,clothes,3
gemma3:27b,situation,conclusion,2
gemma3:27b,situation,isolation,3
gemma3:27b,impartiality,interest,1
gemma3:27b,direction,combination,1
gemma3:27b,street,place,3
gemma3:27b,street,avenue,8
gemma3:27b,street,block,4
gemma3:27b,street,children,0
gemma3:27b,listing,proximity,2
gemma3:27b,listing,category,3
gemma3:27b,cell,phone,6
gemma3:27b,production,hike,0
gemma3:27b,benchmark,index,3
gemma3:27b,media,trading,1
gemma3:27b,media,gain,0
gemma3:27b,dividend,payment,6
gemma3:27b,dividend,calculation,3
gemma3:27b,calculation,computation,9
gemma3:27b,currency,market,2
gemma3:27b,OPEC,oil,7
gemma3:27b,oil,stock,0
gemma3:27b,announcement,production,2
gemma3:27b,announcement,warning,6
gemma3:27b,profit,warning,0
gemma3:27b,profit,loss,2
gemma3:27b,dollar,yen,7
gemma3:27b,dollar,buck,10
gemma3:27b,dollar,profit,2
gemma3:27b,dollar,loss,0
gemma3:27b,computer,software,3
gemma3:27b,network,hardware,1
gemma3:27b,phone,equipment,2
gemma3:27b,equipment,maker,2
gemma3:27b,luxury,car,2
gemma3:27b,five,month,0
gemma3:27b,report,gain,2
gemma3:27b,investor,earning,2
gemma3:27b,liquid,water,7
gemma3:27b,baseball,season,2
gemma3:27b,game,victory,3
gemma3:27b,game,team,3
gemma3:27b,marathon,sprint,3
gemma3:27b,game,series,2
gemma3:27b,game,defeat,2
gemma3:27b,seven,series,0
gemma3:27b,seafood,sea,6
gemma3:27b,seafood,food,7
gemma3:27b,seafood,lobster,6
gemma3:27b,lobster,food,3
gemma3:27b,lobster,wine,0
gemma3:27b,food,preparation,3
gemma3:27b,video,archive,2
gemma3:27b,start,year,1
gemma3:27b,start,match,2
gemma3:27b,game,round,2
gemma3:27b,boxing,round,2
gemma3:27b,championship,tournament,8
gemma3:27b,fighting,defeating,6
gemma3:27b,line,insurance,0
gemma3:27b,day,summer,3
gemma3:27b,summer,drought,3
gemma3:27b,summer,nature,3
gemma3:27b,day,dawn,6
gemma3:27b,nature,environment,8
gemma3:27b,environment,ecology,8
gemma3:27b,nature,man,2
gemma3:27b,man,woman,8
gemma3:27b,man,governor,2
gemma3:27b,murder,manslaughter,8
gemma3:27b,soap,opera,0
gemma3:27b,opera,performance,6
gemma3:27b,life,lesson,2
gemma3:27b,focus,life,1
gemma3:27b,production,crew,2
gemma3:27b,television,film,3
gemma3:27b,lover,quarrel,2
gemma3:27b,viewer,serial,0
gemma3:27b,possibility,girl,0
gemma3:27b,population,development,3
gemma3:27b,morality,importance,3
gemma3:27b,morality,marriage,2
gemma3:27b,Mexico,Brazil,6
gemma3:27b,gender,equality,3
gemma3:27b,change,attitude,2
gemma3:27b,family,planning,1
gemma3:27b,opera,industry,1
gemma3:27b,sugar,approach,0
gemma3:27b,practice,institution,2
gemma3:27b,ministry,culture,3
gemma3:27b,problem,challenge,8
gemma3:27b,size,prominence,3
gemma3:27b,country,citizen,3
gemma3:27b,planet,people,0
gemma3:27b,development,issue,2
gemma3:27b,experience,music,2
gemma3:27b,music,project,0
gemma3:27b,glass,metal,2
gemma3:27b,aluminum,metal,6
gemma3:27b,chance,credibility,2
gemma3:27b,exhibit,memorabilia,2
gemma3:27b,concert,virtuoso,3
gemma3:27b,rock,jazz,0
gemma3:27b,museum,theater,3
gemma3:27b,observation,architecture,2
gemma3:27b,space,world,3
gemma3:27b,preservation,world,0
gemma3:27b,admission,ticket,6
gemma3:27b,shower,thunderstorm,3
gemma3:27b,shower,flood,3
gemma3:27b,weather,forecast,6
gemma3:27b,disaster,area,0
gemma3:27b,governor,office,2
gemma3:27b,architecture,century,1
