model,w1,w2,rating
qwen3:30b,money,wealth,8
qwen3:30b,money,property,3
qwen3:30b,money,possession,3
qwen3:30b,money,bank,4
qwen3:30b,money,deposit,2
qwen3:30b,money,withdrawal,1
qwen3:30b,money,laundering,0
qwen3:30b,money,operation,0
qwen3:30b,tiger,jaguar,6
qwen3:30b,tiger,feline,8
qwen3:30b,tiger,carnivore,Invalid Response
qwen3:30b,tiger,mammal,5
qwen3:30b,tiger,animal,3
qwen3:30b,tiger,organism,1
qwen3:30b,tiger,fauna,1
qwen3:30b,tiger,zoo,0
qwen3:30b,psychology,psychiatry,7
qwen3:30b,psychology,anxiety,2
qwen3:30b,psychology,fear,0
qwen3:30b,psychology,depression,2
qwen3:30b,psychology,clinic,1
qwen3:30b,psychology,doctor,0
qwen3:30b,psychology,Freud,2
qwen3:30b,psychology,mind,7
qwen3:30b,psychology,health,2
qwen3:30b,psychology,science,7
qwen3:30b,psychology,discipline,3
qwen3:30b,psychology,cognition,8
qwen3:30b,planet,star,2
qwen3:30b,planet,constellation,1
qwen3:30b,planet,moon,4
qwen3:30b,planet,sun,2
qwen3:30b,planet,galaxy,2
qwen3:30b,planet,space,2
qwen3:30b,planet,astronomer,0
qwen3:30b,precedent,example,4
qwen3:30b,precedent,information,1
qwen3:30b,precedent,cognition,0
qwen3:30b,precedent,law,5
qwen3:30b,precedent,collection,0
qwen3:30b,precedent,group,0
qwen3:30b,precedent,antecedent,8
qwen3:30b,cup,coffee,2
qwen3:30b,cup,tableware,7
qwen3:30b,cup,article,0
qwen3:30b,cup,artifact,0
qwen3:30b,cup,object,2
qwen3:30b,cup,entity,0
qwen3:30b,cup,drink,2
qwen3:30b,cup,food,0
qwen3:30b,cup,substance,0
qwen3:30b,cup,liquid,0
qwen3:30b,jaguar,cat,7
qwen3:30b,jaguar,car,0
qwen3:30b,energy,secretary,0
qwen3:30b,secretary,senate,0
qwen3:30b,energy,laboratory,0
qwen3:30b,computer,laboratory,0
qwen3:30b,weapon,secret,0
qwen3:30b,FBI,fingerprint,0
qwen3:30b,FBI,investigation,0
qwen3:30b,investigation,effort,0
qwen3:30b,Mars,water,0
qwen3:30b,Mars,scientist,0
qwen3:30b,news,report,8
qwen3:30b,canyon,landscape,3
qwen3:30b,image,surface,0
qwen3:30b,discovery,space,0
qwen3:30b,water,seepage,2
qwen3:30b,sign,recess,0
qwen3:30b,Wednesday,news,0
qwen3:30b,mile,kilometer,10
qwen3:30b,computer,news,0
qwen3:30b,territory,surface,1
qwen3:30b,atmosphere,landscape,1
qwen3:30b,president,medal,0
qwen3:30b,war,troops,2
qwen3:30b,record,number,0
qwen3:30b,skin,eye,1
qwen3:30b,Japanese,American,4
qwen3:30b,theater,history,0
qwen3:30b,volunteer,motto,0
qwen3:30b,prejudice,recognition,0
qwen3:30b,decoration,valor,0
qwen3:30b,century,year,2
qwen3:30b,century,nation,0
qwen3:30b,delay,racism,0
qwen3:30b,delay,news,0
qwen3:30b,minister,party,0
qwen3:30b,peace,plan,0
qwen3:30b,minority,peace,0
qwen3:30b,attempt,peace,0
qwen3:30b,government,crisis,0
qwen3:30b,deployment,departure,0
qwen3:30b,deployment,withdrawal,1
qwen3:30b,energy,crisis,0
qwen3:30b,announcement,news,5
qwen3:30b,announcement,effort,0
qwen3:30b,stroke,hospital,0
qwen3:30b,disability,death,0
qwen3:30b,victim,emergency,0
qwen3:30b,treatment,recovery,4
qwen3:30b,journal,association,0
qwen3:30b,doctor,personnel,0
qwen3:30b,doctor,liability,0
qwen3:30b,liability,insurance,3
qwen3:30b,school,center,2
qwen3:30b,reason,hypertension,0
qwen3:30b,reason,criterion,3
qwen3:30b,hundred,percent,2
qwen3:30b,Harvard,Yale,8
qwen3:30b,hospital,infrastructure,0
qwen3:30b,death,row,0
qwen3:30b,death,inmate,0
qwen3:30b,lawyer,evidence,0
qwen3:30b,life,death,0
qwen3:30b,life,term,0
qwen3:30b,word,similarity,0
qwen3:30b,board,recommendation,0
qwen3:30b,governor,interview,0
qwen3:30b,OPEC,country,0
qwen3:30b,peace,atmosphere,1
qwen3:30b,peace,insurance,0
qwen3:30b,territory,kilometer,0
qwen3:30b,travel,activity,1
qwen3:30b,competition,price,0
qwen3:30b,consumer,confidence,0
qwen3:30b,consumer,energy,0
qwen3:30b,problem,airport,0
qwen3:30b,car,flight,0
qwen3:30b,credit,card,0
qwen3:30b,credit,information,0
qwen3:30b,hotel,reservation,2
qwen3:30b,grocery,money,0
qwen3:30b,registration,arrangement,0
qwen3:30b,arrangement,accommodation,2
qwen3:30b,month,hotel,0
qwen3:30b,type,kind,9
qwen3:30b,arrival,hotel,0
qwen3:30b,bed,closet,0
qwen3:30b,closet,clothes,2
qwen3:30b,situation,conclusion,0
qwen3:30b,situation,isolation,0
qwen3:30b,impartiality,interest,0
qwen3:30b,direction,combination,0
qwen3:30b,street,place,2
qwen3:30b,street,avenue,9
qwen3:30b,street,block,4
qwen3:30b,street,children,0
qwen3:30b,listing,proximity,0
qwen3:30b,listing,category,2
qwen3:30b,cell,phone,10
qwen3:30b,production,hike,0
qwen3:30b,benchmark,index,3
qwen3:30b,media,trading,0
qwen3:30b,media,gain,0
qwen3:30b,dividend,payment,3
qwen3:30b,dividend,calculation,0
qwen3:30b,calculation,computation,10
qwen3:30b,currency,market,3
qwen3:30b,OPEC,oil,2
qwen3:30b,oil,stock,0
qwen3:30b,announcement,production,0
qwen3:30b,announcement,warning,3
qwen3:30b,profit,warning,0
qwen3:30b,profit,loss,0
qwen3:30b,dollar,yen,4
qwen3:30b,dollar,buck,10
qwen3:30b,dollar,profit,1
qwen3:30b,dollar,loss,0
qwen3:30b,computer,software,1
qwen3:30b,network,hardware,2
qwen3:30b,phone,equipment,2
qwen3:30b,equipment,maker,0
qwen3:30b,luxury,car,0
qwen3:30b,five,month,0
qwen3:30b,report,gain,0
qwen3:30b,investor,earning,1
qwen3:30b,liquid,water,9
qwen3:30b,baseball,season,2
qwen3:30b,game,victory,1
qwen3:30b,game,team,0
qwen3:30b,marathon,sprint,1
qwen3:30b,game,series,2
qwen3:30b,game,defeat,0
qwen3:30b,seven,series,0
qwen3:30b,seafood,sea,2
qwen3:30b,seafood,food,5
qwen3:30b,seafood,lobster,7
qwen3:30b,lobster,food,3
qwen3:30b,lobster,wine,0
qwen3:30b,food,preparation,0
qwen3:30b,video,archive,1
qwen3:30b,start,year,0
qwen3:30b,start,match,0
qwen3:30b,game,round,4
qwen3:30b,boxing,round,0
qwen3:30b,championship,tournament,6
qwen3:30b,fighting,defeating,4
qwen3:30b,line,insurance,0
qwen3:30b,day,summer,1
qwen3:30b,summer,drought,0
qwen3:30b,summer,nature,0
qwen3:30b,day,dawn,4
qwen3:30b,nature,environment,7
qwen3:30b,environment,ecology,6
qwen3:30b,nature,man,0
qwen3:30b,man,woman,1
qwen3:30b,man,governor,0
qwen3:30b,murder,manslaughter,7
qwen3:30b,soap,opera,0
qwen3:30b,opera,performance,5
qwen3:30b,life,lesson,0
qwen3:30b,focus,life,0
qwen3:30b,production,crew,1
qwen3:30b,television,film,4
qwen3:30b,lover,quarrel,0
qwen3:30b,viewer,serial,0
qwen3:30b,possibility,girl,0
qwen3:30b,population,development,0
qwen3:30b,morality,importance,0
qwen3:30b,morality,marriage,0
qwen3:30b,Mexico,Brazil,0
qwen3:30b,gender,equality,1
qwen3:30b,change,attitude,0
qwen3:30b,family,planning,0
qwen3:30b,opera,industry,0
qwen3:30b,sugar,approach,0
qwen3:30b,practice,institution,0
qwen3:30b,ministry,culture,0
qwen3:30b,problem,challenge,7
qwen3:30b,size,prominence,0
qwen3:30b,country,citizen,1
qwen3:30b,planet,people,0
qwen3:30b,development,issue,0
qwen3:30b,experience,music,0
qwen3:30b,music,project,0
qwen3:30b,glass,metal,0
qwen3:30b,aluminum,metal,7
qwen3:30b,chance,credibility,0
qwen3:30b,exhibit,memorabilia,2
qwen3:30b,concert,virtuoso,0
qwen3:30b,rock,jazz,4
qwen3:30b,museum,theater,3
qwen3:30b,observation,architecture,0
qwen3:30b,space,world,2
qwen3:30b,preservation,world,0
qwen3:30b,admission,ticket,4
qwen3:30b,shower,thunderstorm,2
qwen3:30b,shower,flood,3
qwen3:30b,weather,forecast,5
qwen3:30b,disaster,area,0
qwen3:30b,governor,office,2
qwen3:30b,architecture,century,0
