model,w1,w2,rating
qwen3:8b,energy,laboratory,0
qwen3:8b,computer,laboratory,0
qwen3:8b,weapon,secret,0
qwen3:8b,FBI,fingerprint,2
qwen3:8b,FBI,investigation,5
qwen3:8b,investigation,effort,4
qwen3:8b,Mars,water,0
qwen3:8b,Mars,scientist,2
qwen3:8b,news,report,7
qwen3:8b,canyon,landscape,4
qwen3:8b,image,surface,2
qwen3:8b,discovery,space,0
qwen3:8b,water,seepage,5
qwen3:8b,sign,recess,2
qwen3:8b,Wednesday,news,0
qwen3:8b,mile,kilometer,9
qwen3:8b,computer,news,0
qwen3:8b,territory,surface,2
qwen3:8b,atmosphere,landscape,4
qwen3:8b,president,medal,0
qwen3:8b,war,troops,6
qwen3:8b,record,number,2
qwen3:8b,skin,eye,2
qwen3:8b,Japanese,American,7
qwen3:8b,theater,history,0
qwen3:8b,volunteer,motto,0
qwen3:8b,prejudice,recognition,0
qwen3:8b,decoration,valor,0
qwen3:8b,century,year,5
qwen3:8b,century,nation,0
qwen3:8b,delay,racism,0
qwen3:8b,delay,news,0
qwen3:8b,minister,party,2
qwen3:8b,peace,plan,0
qwen3:8b,minority,peace,0
qwen3:8b,attempt,peace,2
qwen3:8b,government,crisis,2
qwen3:8b,deployment,departure,2
qwen3:8b,deployment,withdrawal,2
qwen3:8b,energy,crisis,0
qwen3:8b,announcement,news,9
qwen3:8b,announcement,effort,0
qwen3:8b,stroke,hospital,3
qwen3:8b,disability,death,0
qwen3:8b,victim,emergency,0
qwen3:8b,treatment,recovery,6
qwen3:8b,journal,association,2
qwen3:8b,doctor,personnel,2
qwen3:8b,doctor,liability,0
qwen3:8b,liability,insurance,5
qwen3:8b,school,center,4
qwen3:8b,reason,hypertension,0
qwen3:8b,reason,criterion,7
qwen3:8b,hundred,percent,4
qwen3:8b,Harvard,Yale,4
qwen3:8b,hospital,infrastructure,2
qwen3:8b,death,row,0
qwen3:8b,death,inmate,0
qwen3:8b,lawyer,evidence,2
qwen3:8b,life,death,2
qwen3:8b,life,term,4
qwen3:8b,word,similarity,2
qwen3:8b,board,recommendation,2
qwen3:8b,governor,interview,0
qwen3:8b,OPEC,country,2
qwen3:8b,peace,atmosphere,3
qwen3:8b,peace,insurance,0
qwen3:8b,territory,kilometer,0
qwen3:8b,travel,activity,4
qwen3:8b,competition,price,2
qwen3:8b,consumer,confidence,2
qwen3:8b,consumer,energy,2
qwen3:8b,problem,airport,0
qwen3:8b,car,flight,3
qwen3:8b,credit,card,4
qwen3:8b,credit,information,0
qwen3:8b,hotel,reservation,4
qwen3:8b,grocery,money,2
qwen3:8b,registration,arrangement,4
qwen3:8b,arrangement,accommodation,4
qwen3:8b,month,hotel,0
qwen3:8b,type,kind,10
qwen3:8b,arrival,hotel,2
qwen3:8b,bed,closet,2
qwen3:8b,closet,clothes,3
qwen3:8b,situation,conclusion,2
qwen3:8b,situation,isolation,3
qwen3:8b,impartiality,interest,2
qwen3:8b,direction,combination,0
qwen3:8b,street,place,4
qwen3:8b,street,avenue,9
qwen3:8b,street,block,6
qwen3:8b,street,children,0
qwen3:8b,listing,proximity,0
qwen3:8b,listing,category,5
qwen3:8b,cell,phone,2
qwen3:8b,production,hike,1
qwen3:8b,benchmark,index,6
qwen3:8b,media,trading,0
qwen3:8b,media,gain,0
qwen3:8b,dividend,payment,6
qwen3:8b,dividend,calculation,2
qwen3:8b,calculation,computation,10
qwen3:8b,currency,market,4
qwen3:8b,OPEC,oil,4
qwen3:8b,oil,stock,0
qwen3:8b,announcement,production,2
qwen3:8b,announcement,warning,4
qwen3:8b,profit,warning,1
qwen3:8b,profit,loss,2
qwen3:8b,dollar,yen,7
qwen3:8b,dollar,buck,10
qwen3:8b,dollar,profit,2
qwen3:8b,dollar,loss,0
qwen3:8b,computer,software,5
qwen3:8b,network,hardware,3
qwen3:8b,phone,equipment,6
qwen3:8b,equipment,maker,2
qwen3:8b,luxury,car,4
qwen3:8b,five,month,0
qwen3:8b,report,gain,0
qwen3:8b,investor,earning,3
qwen3:8b,liquid,water,9
qwen3:8b,baseball,season,4
qwen3:8b,game,victory,3
qwen3:8b,game,team,5
qwen3:8b,marathon,sprint,5
qwen3:8b,game,series,4
qwen3:8b,game,defeat,3
qwen3:8b,seven,series,0
qwen3:8b,seafood,sea,3
qwen3:8b,seafood,food,8
qwen3:8b,seafood,lobster,9
qwen3:8b,lobster,food,4
qwen3:8b,lobster,wine,0
qwen3:8b,food,preparation,4
qwen3:8b,video,archive,3
qwen3:8b,start,year,0
qwen3:8b,start,match,0
qwen3:8b,game,round,4
qwen3:8b,boxing,round,4
qwen3:8b,championship,tournament,9
qwen3:8b,fighting,defeating,9
qwen3:8b,line,insurance,0
qwen3:8b,day,summer,2
qwen3:8b,summer,drought,0
qwen3:8b,summer,nature,4
qwen3:8b,day,dawn,6
qwen3:8b,nature,environment,9
qwen3:8b,environment,ecology,9
qwen3:8b,nature,man,3
qwen3:8b,man,woman,8
qwen3:8b,man,governor,4
qwen3:8b,murder,manslaughter,9
qwen3:8b,soap,opera,2
qwen3:8b,opera,performance,8
qwen3:8b,life,lesson,2
qwen3:8b,focus,life,0
qwen3:8b,production,crew,4
qwen3:8b,television,film,6
qwen3:8b,lover,quarrel,2
qwen3:8b,viewer,serial,2
qwen3:8b,possibility,girl,0
qwen3:8b,population,development,4
qwen3:8b,morality,importance,2
qwen3:8b,morality,marriage,0
qwen3:8b,Mexico,Brazil,4
qwen3:8b,gender,equality,3
qwen3:8b,change,attitude,3
qwen3:8b,family,planning,0
qwen3:8b,opera,industry,0
qwen3:8b,sugar,approach,0
qwen3:8b,practice,institution,4
qwen3:8b,ministry,culture,2
qwen3:8b,problem,challenge,9
qwen3:8b,size,prominence,2
qwen3:8b,country,citizen,5
qwen3:8b,planet,people,0
qwen3:8b,development,issue,3
qwen3:8b,experience,music,0
qwen3:8b,music,project,2
qwen3:8b,glass,metal,2
qwen3:8b,aluminum,metal,8
qwen3:8b,chance,credibility,2
qwen3:8b,exhibit,memorabilia,3
qwen3:8b,concert,virtuoso,4
qwen3:8b,rock,jazz,4
qwen3:8b,museum,theater,4
qwen3:8b,observation,architecture,0
qwen3:8b,space,world,4
qwen3:8b,preservation,world,0
qwen3:8b,admission,ticket,7
qwen3:8b,shower,thunderstorm,4
qwen3:8b,shower,flood,4
qwen3:8b,weather,forecast,7
qwen3:8b,disaster,area,0
qwen3:8b,governor,office,5
qwen3:8b,architecture,century,0
