model,w1,w2,rating
qwen3:0.6b,energy,laboratory,0
qwen3:0.6b,computer,laboratory,7
qwen3:0.6b,weapon,secret,0
qwen3:0.6b,FBI,fingerprint,0
qwen3:0.6b,FBI,investigation,7
qwen3:0.6b,investigation,effort,7
qwen3:0.6b,Mars,water,6
qwen3:0.6b,Mars,scientist,7
qwen3:0.6b,news,report,7
qwen3:0.6b,canyon,landscape,5
qwen3:0.6b,image,surface,0
qwen3:0.6b,discovery,space,Invalid Response
qwen3:0.6b,water,seepage,7
qwen3:0.6b,sign,recess,4
qwen3:0.6b,Wednesday,news,10
qwen3:0.6b,mile,kilometer,8
qwen3:0.6b,computer,news,4
qwen3:0.6b,territory,surface,7
qwen3:0.6b,atmosphere,landscape,4
qwen3:0.6b,president,medal,0
qwen3:0.6b,war,troops,7
qwen3:0.6b,record,number,0
qwen3:0.6b,skin,eye,Invalid Response
qwen3:0.6b,Japanese,American,Invalid Response
qwen3:0.6b,theater,history,10
qwen3:0.6b,volunteer,motto,Invalid Response
qwen3:0.6b,prejudice,recognition,0
qwen3:0.6b,decoration,valor,7
qwen3:0.6b,century,year,10
qwen3:0.6b,century,nation,10
qwen3:0.6b,delay,racism,10
qwen3:0.6b,delay,news,Invalid Response
qwen3:0.6b,minister,party,7
qwen3:0.6b,peace,plan,7
qwen3:0.6b,minority,peace,0
qwen3:0.6b,attempt,peace,Invalid Response
qwen3:0.6b,government,crisis,0
qwen3:0.6b,deployment,departure,7
qwen3:0.6b,deployment,withdrawal,0
qwen3:0.6b,energy,crisis,0
qwen3:0.6b,announcement,news,10
qwen3:0.6b,announcement,effort,0
qwen3:0.6b,stroke,hospital,4
qwen3:0.6b,disability,death,0
qwen3:0.6b,victim,emergency,4
qwen3:0.6b,treatment,recovery,7
qwen3:0.6b,journal,association,6
qwen3:0.6b,doctor,personnel,4
qwen3:0.6b,doctor,liability,0
qwen3:0.6b,liability,insurance,Invalid Response
qwen3:0.6b,school,center,Invalid Response
qwen3:0.6b,reason,hypertension,10
qwen3:0.6b,reason,criterion,7
qwen3:0.6b,hundred,percent,7
qwen3:0.6b,Harvard,Yale,Invalid Response
qwen3:0.6b,hospital,infrastructure,6
qwen3:0.6b,death,row,0
qwen3:0.6b,death,inmate,7
qwen3:0.6b,lawyer,evidence,Invalid Response
qwen3:0.6b,life,death,0
qwen3:0.6b,life,term,7
qwen3:0.6b,word,similarity,10
qwen3:0.6b,board,recommendation,4
qwen3:0.6b,governor,interview,Invalid Response
qwen3:0.6b,OPEC,country,7
qwen3:0.6b,peace,atmosphere,10
qwen3:0.6b,peace,insurance,4
qwen3:0.6b,territory,kilometer,10
qwen3:0.6b,travel,activity,7
qwen3:0.6b,competition,price,0
qwen3:0.6b,consumer,confidence,0
qwen3:0.6b,consumer,energy,0
qwen3:0.6b,problem,airport,0
qwen3:0.6b,car,flight,0
qwen3:0.6b,credit,card,7
qwen3:0.6b,credit,information,7
qwen3:0.6b,hotel,reservation,0
qwen3:0.6b,grocery,money,4
qwen3:0.6b,registration,arrangement,7
qwen3:0.6b,arrangement,accommodation,0
qwen3:0.6b,month,hotel,0
qwen3:0.6b,type,kind,7
qwen3:0.6b,arrival,hotel,10
qwen3:0.6b,bed,closet,0
qwen3:0.6b,closet,clothes,10
qwen3:0.6b,situation,conclusion,7
qwen3:0.6b,situation,isolation,7
qwen3:0.6b,impartiality,interest,10
qwen3:0.6b,direction,combination,2
qwen3:0.6b,street,place,7
qwen3:0.6b,street,avenue,7
qwen3:0.6b,street,block,0
qwen3:0.6b,street,children,6
qwen3:0.6b,listing,proximity,4
qwen3:0.6b,listing,category,7
qwen3:0.6b,cell,phone,7
qwen3:0.6b,production,hike,0
qwen3:0.6b,benchmark,index,4
qwen3:0.6b,media,trading,0
qwen3:0.6b,media,gain,0
qwen3:0.6b,dividend,payment,7
qwen3:0.6b,dividend,calculation,7
qwen3:0.6b,calculation,computation,10
qwen3:0.6b,currency,market,4
qwen3:0.6b,OPEC,oil,Invalid Response
qwen3:0.6b,oil,stock,Invalid Response
qwen3:0.6b,announcement,production,0
qwen3:0.6b,announcement,warning,0
qwen3:0.6b,profit,warning,Invalid Response
qwen3:0.6b,profit,loss,10
qwen3:0.6b,dollar,yen,10
qwen3:0.6b,dollar,buck,7
qwen3:0.6b,dollar,profit,7
qwen3:0.6b,dollar,loss,0
qwen3:0.6b,computer,software,7
qwen3:0.6b,network,hardware,0
qwen3:0.6b,phone,equipment,4
qwen3:0.6b,equipment,maker,4
qwen3:0.6b,luxury,car,7
qwen3:0.6b,five,month,0
qwen3:0.6b,report,gain,0
qwen3:0.6b,investor,earning,6
qwen3:0.6b,liquid,water,10
qwen3:0.6b,baseball,season,4
qwen3:0.6b,game,victory,6
qwen3:0.6b,game,team,4
qwen3:0.6b,marathon,sprint,4
qwen3:0.6b,game,series,0
qwen3:0.6b,game,defeat,7
qwen3:0.6b,seven,series,4
qwen3:0.6b,seafood,sea,0
qwen3:0.6b,seafood,food,10
qwen3:0.6b,seafood,lobster,7
qwen3:0.6b,lobster,food,0
qwen3:0.6b,lobster,wine,0
qwen3:0.6b,food,preparation,7
qwen3:0.6b,video,archive,4
qwen3:0.6b,start,year,Invalid Response
qwen3:0.6b,start,match,7
qwen3:0.6b,game,round,7
qwen3:0.6b,boxing,round,4
qwen3:0.6b,championship,tournament,7
qwen3:0.6b,fighting,defeating,10
qwen3:0.6b,line,insurance,0
qwen3:0.6b,day,summer,Invalid Response
qwen3:0.6b,summer,drought,7
qwen3:0.6b,summer,nature,10
qwen3:0.6b,day,dawn,10
qwen3:0.6b,nature,environment,10
qwen3:0.6b,environment,ecology,7
qwen3:0.6b,nature,man,4
qwen3:0.6b,man,woman,10
qwen3:0.6b,man,governor,10
qwen3:0.6b,murder,manslaughter,10
qwen3:0.6b,soap,opera,0
qwen3:0.6b,opera,performance,7
qwen3:0.6b,life,lesson,7
qwen3:0.6b,focus,life,Invalid Response
qwen3:0.6b,production,crew,5
qwen3:0.6b,television,film,7
qwen3:0.6b,lover,quarrel,0
qwen3:0.6b,viewer,serial,0
qwen3:0.6b,possibility,girl,0
qwen3:0.6b,population,development,4
qwen3:0.6b,morality,importance,7
qwen3:0.6b,morality,marriage,0
qwen3:0.6b,Mexico,Brazil,4
qwen3:0.6b,gender,equality,4
qwen3:0.6b,change,attitude,7
qwen3:0.6b,family,planning,0
qwen3:0.6b,opera,industry,0
qwen3:0.6b,sugar,approach,10
qwen3:0.6b,practice,institution,7
qwen3:0.6b,ministry,culture,0
qwen3:0.6b,problem,challenge,7
qwen3:0.6b,size,prominence,0
qwen3:0.6b,country,citizen,7
qwen3:0.6b,planet,people,0
qwen3:0.6b,development,issue,4
qwen3:0.6b,experience,music,0
qwen3:0.6b,music,project,5
qwen3:0.6b,glass,metal,10
qwen3:0.6b,aluminum,metal,10
qwen3:0.6b,chance,credibility,Invalid Response
qwen3:0.6b,exhibit,memorabilia,7
qwen3:0.6b,concert,virtuoso,10
qwen3:0.6b,rock,jazz,0
qwen3:0.6b,museum,theater,4
qwen3:0.6b,observation,architecture,0
qwen3:0.6b,space,world,0
qwen3:0.6b,preservation,world,7
qwen3:0.6b,admission,ticket,8
qwen3:0.6b,shower,thunderstorm,7
qwen3:0.6b,shower,flood,Invalid Response
qwen3:0.6b,weather,forecast,0
qwen3:0.6b,disaster,area,0
qwen3:0.6b,governor,office,7
qwen3:0.6b,architecture,century,10
