model,w1,w2,rating
qwen3:14b,coast,forest,2
qwen3:14b,lad,wizard,1
qwen3:14b,chord,smile,0
qwen3:14b,glass,magician,0
qwen3:14b,noon,string,0
qwen3:14b,rooster,voyage,0
qwen3:14b,money,dollar,7
qwen3:14b,money,cash,8
qwen3:14b,money,currency,7
qwen3:14b,money,wealth,7
qwen3:14b,money,property,4
qwen3:14b,money,possession,5
qwen3:14b,money,bank,3
qwen3:14b,money,deposit,4
qwen3:14b,money,withdrawal,3
qwen3:14b,money,laundering,2
qwen3:14b,money,operation,0
qwen3:14b,tiger,jaguar,7
qwen3:14b,tiger,feline,7
qwen3:14b,tiger,carnivore,5
qwen3:14b,tiger,mammal,3
qwen3:14b,tiger,animal,5
qwen3:14b,tiger,organism,2
qwen3:14b,tiger,fauna,2
qwen3:14b,tiger,zoo,0
qwen3:14b,psychology,psychiatry,7
qwen3:14b,psychology,anxiety,2
qwen3:14b,psychology,fear,3
qwen3:14b,psychology,depression,3
qwen3:14b,psychology,clinic,2
qwen3:14b,psychology,doctor,3
qwen3:14b,psychology,Freud,4
qwen3:14b,psychology,mind,7
qwen3:14b,psychology,health,3
qwen3:14b,psychology,science,6
qwen3:14b,psychology,discipline,6
qwen3:14b,psychology,cognition,6
qwen3:14b,planet,star,4
qwen3:14b,planet,constellation,2
qwen3:14b,planet,moon,4
qwen3:14b,planet,sun,4
qwen3:14b,planet,galaxy,2
qwen3:14b,planet,space,3
qwen3:14b,planet,astronomer,3
qwen3:14b,precedent,example,4
qwen3:14b,precedent,information,2
qwen3:14b,precedent,cognition,0
qwen3:14b,precedent,law,4
qwen3:14b,precedent,collection,1
qwen3:14b,precedent,group,0
qwen3:14b,precedent,antecedent,6
qwen3:14b,cup,coffee,2
qwen3:14b,cup,tableware,5
qwen3:14b,cup,article,0
qwen3:14b,cup,artifact,2
qwen3:14b,cup,object,3
qwen3:14b,cup,entity,0
qwen3:14b,cup,drink,2
qwen3:14b,cup,food,2
qwen3:14b,cup,substance,0
qwen3:14b,cup,liquid,2
qwen3:14b,jaguar,cat,7
qwen3:14b,jaguar,car,0
qwen3:14b,energy,secretary,0
qwen3:14b,secretary,senate,0
qwen3:14b,energy,laboratory,0
qwen3:14b,computer,laboratory,2
qwen3:14b,weapon,secret,0
qwen3:14b,FBI,fingerprint,1
qwen3:14b,FBI,investigation,3
qwen3:14b,investigation,effort,3
qwen3:14b,Mars,water,0
qwen3:14b,Mars,scientist,0
qwen3:14b,news,report,6
qwen3:14b,canyon,landscape,3
qwen3:14b,image,surface,1
qwen3:14b,discovery,space,0
qwen3:14b,water,seepage,4
qwen3:14b,sign,recess,0
qwen3:14b,Wednesday,news,0
qwen3:14b,mile,kilometer,8
qwen3:14b,computer,news,0
qwen3:14b,territory,surface,2
qwen3:14b,atmosphere,landscape,3
qwen3:14b,president,medal,0
qwen3:14b,war,troops,3
qwen3:14b,record,number,2
qwen3:14b,skin,eye,2
qwen3:14b,Japanese,American,7
qwen3:14b,theater,history,0
qwen3:14b,volunteer,motto,0
qwen3:14b,prejudice,recognition,1
qwen3:14b,decoration,valor,0
qwen3:14b,century,year,5
qwen3:14b,century,nation,0
qwen3:14b,delay,racism,0
qwen3:14b,delay,news,0
qwen3:14b,minister,party,2
qwen3:14b,peace,plan,0
qwen3:14b,minority,peace,0
qwen3:14b,attempt,peace,0
qwen3:14b,government,crisis,0
qwen3:14b,deployment,departure,1
qwen3:14b,deployment,withdrawal,0
qwen3:14b,energy,crisis,0
qwen3:14b,announcement,news,6
qwen3:14b,announcement,effort,0
qwen3:14b,stroke,hospital,1
qwen3:14b,disability,death,0
qwen3:14b,victim,emergency,2
qwen3:14b,treatment,recovery,3
qwen3:14b,journal,association,2
qwen3:14b,doctor,personnel,2
qwen3:14b,doctor,liability,0
qwen3:14b,liability,insurance,4
qwen3:14b,school,center,3
qwen3:14b,reason,hypertension,0
qwen3:14b,reason,criterion,5
qwen3:14b,hundred,percent,3
qwen3:14b,Harvard,Yale,7
qwen3:14b,hospital,infrastructure,3
qwen3:14b,death,row,0
qwen3:14b,death,inmate,0
qwen3:14b,lawyer,evidence,2
qwen3:14b,life,death,0
qwen3:14b,life,term,2
qwen3:14b,word,similarity,0
qwen3:14b,board,recommendation,0
qwen3:14b,governor,interview,0
qwen3:14b,OPEC,country,0
qwen3:14b,peace,atmosphere,0
qwen3:14b,peace,insurance,0
qwen3:14b,territory,kilometer,0
qwen3:14b,travel,activity,5
qwen3:14b,competition,price,2
qwen3:14b,consumer,confidence,0
qwen3:14b,consumer,energy,2
qwen3:14b,problem,airport,0
qwen3:14b,car,flight,2
qwen3:14b,credit,card,2
qwen3:14b,credit,information,0
qwen3:14b,hotel,reservation,3
qwen3:14b,grocery,money,0
qwen3:14b,registration,arrangement,4
qwen3:14b,arrangement,accommodation,4
qwen3:14b,month,hotel,0
qwen3:14b,type,kind,10
qwen3:14b,arrival,hotel,0
qwen3:14b,bed,closet,2
qwen3:14b,closet,clothes,2
qwen3:14b,situation,conclusion,2
qwen3:14b,situation,isolation,3
qwen3:14b,impartiality,interest,0
qwen3:14b,direction,combination,0
qwen3:14b,street,place,5
qwen3:14b,street,avenue,9
qwen3:14b,street,block,4
qwen3:14b,street,children,0
qwen3:14b,listing,proximity,0
qwen3:14b,listing,category,3
qwen3:14b,cell,phone,2
qwen3:14b,production,hike,0
qwen3:14b,benchmark,index,4
qwen3:14b,media,trading,2
qwen3:14b,media,gain,0
qwen3:14b,dividend,payment,6
qwen3:14b,dividend,calculation,2
qwen3:14b,calculation,computation,10
qwen3:14b,currency,market,3
qwen3:14b,OPEC,oil,2
qwen3:14b,oil,stock,2
qwen3:14b,announcement,production,2
qwen3:14b,announcement,warning,4
qwen3:14b,profit,warning,0
qwen3:14b,profit,loss,2
qwen3:14b,dollar,yen,7
qwen3:14b,dollar,buck,7
qwen3:14b,dollar,profit,2
qwen3:14b,dollar,loss,0
qwen3:14b,computer,software,4
qwen3:14b,network,hardware,2
qwen3:14b,phone,equipment,3
qwen3:14b,equipment,maker,2
qwen3:14b,luxury,car,2
qwen3:14b,five,month,0
qwen3:14b,report,gain,0
qwen3:14b,investor,earning,2
qwen3:14b,liquid,water,7
qwen3:14b,baseball,season,1
qwen3:14b,game,victory,2
qwen3:14b,game,team,2
qwen3:14b,marathon,sprint,4
qwen3:14b,game,series,3
qwen3:14b,game,defeat,2
qwen3:14b,seven,series,0
qwen3:14b,seafood,sea,3
qwen3:14b,seafood,food,7
qwen3:14b,seafood,lobster,7
qwen3:14b,lobster,food,3
qwen3:14b,lobster,wine,0
qwen3:14b,food,preparation,2
qwen3:14b,video,archive,2
qwen3:14b,start,year,0
qwen3:14b,start,match,0
qwen3:14b,game,round,2
qwen3:14b,boxing,round,2
qwen3:14b,championship,tournament,7
qwen3:14b,fighting,defeating,5
qwen3:14b,line,insurance,0
qwen3:14b,day,summer,3
qwen3:14b,summer,drought,2
qwen3:14b,summer,nature,3
qwen3:14b,day,dawn,5
qwen3:14b,nature,environment,7
qwen3:14b,environment,ecology,6
qwen3:14b,nature,man,0
qwen3:14b,man,woman,7
qwen3:14b,man,governor,2
qwen3:14b,murder,manslaughter,7
qwen3:14b,soap,opera,0
qwen3:14b,opera,performance,7
qwen3:14b,life,lesson,2
qwen3:14b,focus,life,0
qwen3:14b,production,crew,3
qwen3:14b,television,film,4
qwen3:14b,lover,quarrel,0
qwen3:14b,viewer,serial,0
qwen3:14b,possibility,girl,0
qwen3:14b,population,development,3
qwen3:14b,morality,importance,2
qwen3:14b,morality,marriage,0
qwen3:14b,Mexico,Brazil,2
qwen3:14b,gender,equality,2
qwen3:14b,change,attitude,1
qwen3:14b,family,planning,0
qwen3:14b,opera,industry,0
qwen3:14b,sugar,approach,0
qwen3:14b,practice,institution,2
qwen3:14b,ministry,culture,3
qwen3:14b,problem,challenge,7
qwen3:14b,size,prominence,4
qwen3:14b,country,citizen,3
qwen3:14b,planet,people,0
qwen3:14b,development,issue,2
qwen3:14b,experience,music,0
qwen3:14b,music,project,0
qwen3:14b,glass,metal,2
qwen3:14b,aluminum,metal,7
qwen3:14b,chance,credibility,2
qwen3:14b,exhibit,memorabilia,4
qwen3:14b,concert,virtuoso,2
qwen3:14b,rock,jazz,0
qwen3:14b,museum,theater,4
qwen3:14b,observation,architecture,0
qwen3:14b,space,world,3
qwen3:14b,preservation,world,0
qwen3:14b,admission,ticket,4
qwen3:14b,shower,thunderstorm,3
qwen3:14b,shower,flood,3
qwen3:14b,weather,forecast,3
qwen3:14b,disaster,area,0
qwen3:14b,governor,office,2
qwen3:14b,architecture,century,0
