model,w1,w2,rating
gemma3:1b,money,currency,9
gemma3:1b,money,wealth,8
gemma3:1b,money,property,9
gemma3:1b,money,possession,10
gemma3:1b,money,bank,9
gemma3:1b,money,deposit,7
gemma3:1b,money,withdrawal,9
gemma3:1b,money,laundering,9
gemma3:1b,money,operation,9
gemma3:1b,tiger,jaguar,9
gemma3:1b,tiger,feline,9
gemma3:1b,tiger,carnivore,9
gemma3:1b,tiger,mammal,9
gemma3:1b,tiger,animal,9
gemma3:1b,tiger,organism,7
gemma3:1b,tiger,fauna,0
gemma3:1b,tiger,zoo,8
gemma3:1b,psychology,psychiatry,
gemma3:1b,psychology,anxiety,9
gemma3:1b,psychology,fear,
gemma3:1b,psychology,depression,6
gemma3:1b,psychology,clinic,
gemma3:1b,psychology,doctor,7
gemma3:1b,psychology,Freud,9
gemma3:1b,psychology,mind,8
gemma3:1b,psychology,health,9
gemma3:1b,psychology,science,7
gemma3:1b,psychology,discipline,
gemma3:1b,psychology,cognition,9
gemma3:1b,planet,star,9
gemma3:1b,planet,constellation,Invalid Response
gemma3:1b,planet,moon,9
gemma3:1b,planet,sun,9
gemma3:1b,planet,galaxy,9
gemma3:1b,planet,space,9
gemma3:1b,planet,astronomer,9
gemma3:1b,precedent,example,7
gemma3:1b,precedent,information,8
gemma3:1b,precedent,cognition,8
gemma3:1b,precedent,law,9
gemma3:1b,precedent,collection,7
gemma3:1b,precedent,group,7
gemma3:1b,precedent,antecedent,9
gemma3:1b,cup,coffee,9
gemma3:1b,cup,tableware,9
gemma3:1b,cup,article,0
gemma3:1b,cup,artifact,0
gemma3:1b,cup,object,7
gemma3:1b,cup,entity,0
gemma3:1b,cup,drink,9
gemma3:1b,cup,food,9
gemma3:1b,cup,substance,6
gemma3:1b,cup,liquid,9
gemma3:1b,jaguar,cat,9
gemma3:1b,jaguar,car,7
gemma3:1b,energy,secretary,9
gemma3:1b,secretary,senate,Invalid Response
gemma3:1b,energy,laboratory,Invalid Response
gemma3:1b,computer,laboratory,6
gemma3:1b,weapon,secret,0
gemma3:1b,FBI,fingerprint,7
gemma3:1b,FBI,investigation,8
gemma3:1b,investigation,effort,7
gemma3:1b,Mars,water,8
gemma3:1b,Mars,scientist,7
gemma3:1b,news,report,Invalid Response
gemma3:1b,canyon,landscape,Invalid Response
gemma3:1b,image,surface,7
gemma3:1b,discovery,space,7
gemma3:1b,water,seepage,0
gemma3:1b,sign,recess,7
gemma3:1b,Wednesday,news,0
gemma3:1b,mile,kilometer,9
gemma3:1b,computer,news,9
gemma3:1b,territory,surface,7
gemma3:1b,atmosphere,landscape,Invalid Response
gemma3:1b,president,medal,9
gemma3:1b,war,troops,7
gemma3:1b,record,number,0
gemma3:1b,skin,eye,9
gemma3:1b,Japanese,American,8
gemma3:1b,theater,history,7
gemma3:1b,volunteer,motto,7
gemma3:1b,prejudice,recognition,Invalid Response
gemma3:1b,decoration,valor,3
gemma3:1b,century,year,7
gemma3:1b,century,nation,9
gemma3:1b,delay,racism,10
gemma3:1b,delay,news,9
gemma3:1b,minister,party,7
gemma3:1b,peace,plan,7
gemma3:1b,minority,peace,7
gemma3:1b,attempt,peace,7
gemma3:1b,government,crisis,10
gemma3:1b,deployment,departure,7
gemma3:1b,deployment,withdrawal,7
gemma3:1b,energy,crisis,7
gemma3:1b,announcement,news,9
gemma3:1b,announcement,effort,9
gemma3:1b,stroke,hospital,0
gemma3:1b,disability,death,10
gemma3:1b,victim,emergency,7
gemma3:1b,treatment,recovery,7
gemma3:1b,journal,association,6
gemma3:1b,doctor,personnel,9
gemma3:1b,doctor,liability,7
gemma3:1b,liability,insurance,9
gemma3:1b,school,center,8
gemma3:1b,reason,hypertension,8
gemma3:1b,reason,criterion,7
gemma3:1b,hundred,percent,8
gemma3:1b,Harvard,Yale,9
gemma3:1b,hospital,infrastructure,7
gemma3:1b,death,row,0
gemma3:1b,death,inmate,7
gemma3:1b,lawyer,evidence,9
gemma3:1b,life,death,7
gemma3:1b,life,term,0
gemma3:1b,word,similarity,10
gemma3:1b,board,recommendation,9
gemma3:1b,governor,interview,7
gemma3:1b,OPEC,country,3
gemma3:1b,peace,atmosphere,9
gemma3:1b,peace,insurance,9
gemma3:1b,territory,kilometer,8
gemma3:1b,travel,activity,8
gemma3:1b,competition,price,10
gemma3:1b,consumer,confidence,7
gemma3:1b,consumer,energy,8
gemma3:1b,problem,airport,0
gemma3:1b,car,flight,9
gemma3:1b,credit,card,9
gemma3:1b,credit,information,9
gemma3:1b,hotel,reservation,8
gemma3:1b,grocery,money,9
gemma3:1b,registration,arrangement,8
gemma3:1b,arrangement,accommodation,8
gemma3:1b,month,hotel,0
gemma3:1b,type,kind,7
gemma3:1b,arrival,hotel,8
gemma3:1b,bed,closet,Invalid Response
gemma3:1b,closet,clothes,0
gemma3:1b,situation,conclusion,7
gemma3:1b,situation,isolation,7
gemma3:1b,impartiality,interest,7
gemma3:1b,direction,combination,7
gemma3:1b,street,place,7
gemma3:1b,street,avenue,8
gemma3:1b,street,block,Invalid Response
gemma3:1b,street,children,Invalid Response
gemma3:1b,listing,proximity,7
gemma3:1b,listing,category,7
gemma3:1b,cell,phone,7
gemma3:1b,production,hike,7
gemma3:1b,benchmark,index,9
gemma3:1b,media,trading,7
gemma3:1b,media,gain,7
gemma3:1b,dividend,payment,7
gemma3:1b,dividend,calculation,9
gemma3:1b,calculation,computation,8
gemma3:1b,currency,market,9
gemma3:1b,OPEC,oil,10
gemma3:1b,oil,stock,8
gemma3:1b,announcement,production,8
gemma3:1b,announcement,warning,8
gemma3:1b,profit,warning,7
gemma3:1b,profit,loss,8
gemma3:1b,dollar,yen,9
gemma3:1b,dollar,buck,0
gemma3:1b,dollar,profit,8
gemma3:1b,dollar,loss,0
gemma3:1b,computer,software,9
gemma3:1b,network,hardware,8
gemma3:1b,phone,equipment,7
gemma3:1b,equipment,maker,8
gemma3:1b,luxury,car,9
gemma3:1b,five,month,7
gemma3:1b,report,gain,7
gemma3:1b,investor,earning,8
gemma3:1b,liquid,water,9
gemma3:1b,baseball,season,9
gemma3:1b,game,victory,9
gemma3:1b,game,team,8
gemma3:1b,marathon,sprint,8
gemma3:1b,game,series,8
gemma3:1b,game,defeat,7
gemma3:1b,seven,series,9
gemma3:1b,seafood,sea,8
gemma3:1b,seafood,food,9
gemma3:1b,seafood,lobster,9
gemma3:1b,lobster,food,7
gemma3:1b,lobster,wine,9
gemma3:1b,food,preparation,8
gemma3:1b,video,archive,8
gemma3:1b,start,year,7
gemma3:1b,start,match,7
gemma3:1b,game,round,7
gemma3:1b,boxing,round,9
gemma3:1b,championship,tournament,9
gemma3:1b,fighting,defeating,7
gemma3:1b,line,insurance,9
gemma3:1b,day,summer,9
gemma3:1b,summer,drought,7
gemma3:1b,summer,nature,Invalid Response
gemma3:1b,day,dawn,8
gemma3:1b,nature,environment,9
gemma3:1b,environment,ecology,9
gemma3:1b,nature,man,4
gemma3:1b,man,woman,9
gemma3:1b,man,governor,9
gemma3:1b,murder,manslaughter,Invalid Response
gemma3:1b,soap,opera,0
gemma3:1b,opera,performance,9
gemma3:1b,life,lesson,8
gemma3:1b,focus,life,7
gemma3:1b,production,crew,7
gemma3:1b,television,film,9
gemma3:1b,lover,quarrel,0
gemma3:1b,viewer,serial,7
gemma3:1b,possibility,girl,9
gemma3:1b,population,development,
gemma3:1b,morality,importance,Invalid Response
gemma3:1b,morality,marriage,
gemma3:1b,Mexico,Brazil,9
gemma3:1b,gender,equality,9
gemma3:1b,change,attitude,7
gemma3:1b,family,planning,7
gemma3:1b,opera,industry,8
gemma3:1b,sugar,approach,Invalid Response
gemma3:1b,practice,institution,7
gemma3:1b,ministry,culture,9
gemma3:1b,problem,challenge,7
gemma3:1b,size,prominence,8
gemma3:1b,country,citizen,8
gemma3:1b,planet,people,7
gemma3:1b,development,issue,7
gemma3:1b,experience,music,9
gemma3:1b,music,project,7
gemma3:1b,glass,metal,8
gemma3:1b,aluminum,metal,9
gemma3:1b,chance,credibility,8
gemma3:1b,exhibit,memorabilia,Invalid Response
gemma3:1b,concert,virtuoso,9
gemma3:1b,rock,jazz,9
gemma3:1b,museum,theater,8
gemma3:1b,observation,architecture,7
gemma3:1b,space,world,7
gemma3:1b,preservation,world,7
gemma3:1b,admission,ticket,9
gemma3:1b,shower,thunderstorm,
gemma3:1b,shower,flood,0
gemma3:1b,weather,forecast,8
gemma3:1b,disaster,area,0
gemma3:1b,governor,office,9
gemma3:1b,architecture,century,7
