model,cue,A1,A2,A3
gemma3:1b,despise,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,honeydew,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,sirloin,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,serpent,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,beagle,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,cod,strongest,powerful,urgent
gemma3:1b,tardy,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,stallion,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,gust,strongest,bright,quick
gemma3:1b,purr,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,jigsaw,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,dromedary,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,automobile,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,giggle,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,grown up,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,saddle,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,educator,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,Cairo,strongest,history,city
gemma3:1b,concur,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,weary,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,spotless,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,petal,strongest,color,bloom
gemma3:1b,misplaced,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,kitty,strongest,furry,soft
gemma3:1b,intoxicated,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,vehicle,strongest,power,speed
gemma3:1b,attempt,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,unattractive,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,trousers,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,espresso,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,sufficient,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,orchid,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,hilarious,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,fedora,Fedora,bright,
gemma3:1b,deity,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,arid,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,wager,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,spectacles,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,brawl,Invalid Response,Invalid Response,Invalid Response
gemma3:1b,leash,Invalid Response,Invalid Response,Invalid Response
