model,w1,w2,rating
qwen3:8b,coast,hill,2
qwen3:8b,forest,graveyard,0
qwen3:8b,shore,woodland,2
qwen3:8b,monk,slave,1
qwen3:8b,coast,forest,2
qwen3:8b,lad,wizard,1
qwen3:8b,chord,smile,0
qwen3:8b,glass,magician,0
qwen3:8b,noon,string,0
qwen3:8b,rooster,voyage,0
qwen3:8b,money,dollar,8
qwen3:8b,money,cash,9
qwen3:8b,money,currency,10
qwen3:8b,money,wealth,10
qwen3:8b,money,property,6
qwen3:8b,money,possession,7
qwen3:8b,money,bank,3
qwen3:8b,money,deposit,5
qwen3:8b,money,withdrawal,3
qwen3:8b,money,laundering,1
qwen3:8b,money,operation,1
qwen3:8b,tiger,jaguar,9
qwen3:8b,tiger,feline,9
qwen3:8b,tiger,carnivore,6
qwen3:8b,tiger,mammal,5
qwen3:8b,tiger,animal,6
qwen3:8b,tiger,organism,3
qwen3:8b,tiger,fauna,2
qwen3:8b,tiger,zoo,2
qwen3:8b,psychology,psychiatry,9
qwen3:8b,psychology,anxiety,4
qwen3:8b,psychology,fear,2
qwen3:8b,psychology,depression,6
qwen3:8b,psychology,clinic,4
qwen3:8b,psychology,doctor,2
qwen3:8b,psychology,Freud,3
qwen3:8b,psychology,mind,9
qwen3:8b,psychology,health,3
qwen3:8b,psychology,science,7
qwen3:8b,psychology,discipline,9
qwen3:8b,psychology,cognition,9
qwen3:8b,planet,star,4
qwen3:8b,planet,constellation,4
qwen3:8b,planet,moon,6
qwen3:8b,planet,sun,3
qwen3:8b,planet,galaxy,2
qwen3:8b,planet,space,3
qwen3:8b,planet,astronomer,1
qwen3:8b,precedent,example,9
qwen3:8b,precedent,information,1
qwen3:8b,precedent,cognition,2
qwen3:8b,precedent,law,4
qwen3:8b,precedent,collection,2
qwen3:8b,precedent,group,0
qwen3:8b,precedent,antecedent,10
qwen3:8b,cup,coffee,2
qwen3:8b,cup,tableware,7
qwen3:8b,cup,article,0
qwen3:8b,cup,artifact,1
qwen3:8b,cup,object,2
qwen3:8b,cup,entity,0
qwen3:8b,cup,drink,3
qwen3:8b,cup,food,1
qwen3:8b,cup,substance,0
qwen3:8b,cup,liquid,2
qwen3:8b,jaguar,cat,8
qwen3:8b,jaguar,car,8
qwen3:8b,energy,secretary,0
qwen3:8b,secretary,senate,1
qwen3:8b,energy,laboratory,0
qwen3:8b,computer,laboratory,0
qwen3:8b,weapon,secret,0
qwen3:8b,FBI,fingerprint,0
qwen3:8b,FBI,investigation,6
qwen3:8b,investigation,effort,4
qwen3:8b,Mars,water,0
qwen3:8b,Mars,scientist,0
qwen3:8b,news,report,9
qwen3:8b,canyon,landscape,3
qwen3:8b,image,surface,2
qwen3:8b,discovery,space,1
qwen3:8b,water,seepage,4
qwen3:8b,sign,recess,1
qwen3:8b,Wednesday,news,0
qwen3:8b,mile,kilometer,10
qwen3:8b,computer,news,0
qwen3:8b,territory,surface,3
qwen3:8b,atmosphere,landscape,5
qwen3:8b,president,medal,1
qwen3:8b,war,troops,4
qwen3:8b,record,number,2
qwen3:8b,skin,eye,0
qwen3:8b,Japanese,American,5
qwen3:8b,theater,history,0
qwen3:8b,volunteer,motto,1
qwen3:8b,prejudice,recognition,1
qwen3:8b,decoration,valor,0
qwen3:8b,century,year,5
qwen3:8b,century,nation,0
qwen3:8b,delay,racism,0
qwen3:8b,delay,news,1
qwen3:8b,minister,party,3
qwen3:8b,peace,plan,0
qwen3:8b,minority,peace,1
qwen3:8b,attempt,peace,0
qwen3:8b,government,crisis,2
qwen3:8b,deployment,departure,3
qwen3:8b,deployment,withdrawal,2
qwen3:8b,energy,crisis,1
qwen3:8b,announcement,news,8
qwen3:8b,announcement,effort,0
qwen3:8b,stroke,hospital,2
qwen3:8b,disability,death,1
qwen3:8b,victim,emergency,2
qwen3:8b,treatment,recovery,7
qwen3:8b,journal,association,0
qwen3:8b,doctor,personnel,2
qwen3:8b,doctor,liability,1
qwen3:8b,liability,insurance,4
qwen3:8b,school,center,3
qwen3:8b,reason,hypertension,0
qwen3:8b,reason,criterion,7
qwen3:8b,hundred,percent,3
qwen3:8b,Harvard,Yale,9
qwen3:8b,hospital,infrastructure,2
qwen3:8b,death,row,1
qwen3:8b,death,inmate,0
qwen3:8b,lawyer,evidence,2
qwen3:8b,life,death,1
qwen3:8b,life,term,5
qwen3:8b,word,similarity,1
qwen3:8b,board,recommendation,5
qwen3:8b,governor,interview,1
qwen3:8b,OPEC,country,2
qwen3:8b,peace,atmosphere,2
qwen3:8b,peace,insurance,2
qwen3:8b,territory,kilometer,0
qwen3:8b,travel,activity,3
qwen3:8b,competition,price,2
qwen3:8b,consumer,confidence,0
qwen3:8b,consumer,energy,2
qwen3:8b,problem,airport,0
qwen3:8b,car,flight,2
qwen3:8b,credit,card,2
qwen3:8b,credit,information,1
qwen3:8b,hotel,reservation,2
qwen3:8b,grocery,money,1
qwen3:8b,registration,arrangement,5
qwen3:8b,arrangement,accommodation,5
qwen3:8b,month,hotel,0
qwen3:8b,type,kind,10
qwen3:8b,arrival,hotel,1
qwen3:8b,bed,closet,2
qwen3:8b,closet,clothes,3
qwen3:8b,situation,conclusion,2
qwen3:8b,situation,isolation,4
qwen3:8b,impartiality,interest,2
qwen3:8b,direction,combination,1
qwen3:8b,street,place,5
qwen3:8b,street,avenue,9
qwen3:8b,street,block,6
qwen3:8b,street,children,0
qwen3:8b,listing,proximity,0
qwen3:8b,listing,category,6
qwen3:8b,cell,phone,2
qwen3:8b,production,hike,0
qwen3:8b,benchmark,index,7
qwen3:8b,media,trading,0
qwen3:8b,media,gain,0
qwen3:8b,dividend,payment,6
qwen3:8b,dividend,calculation,1
qwen3:8b,calculation,computation,10
qwen3:8b,currency,market,4
qwen3:8b,OPEC,oil,3
qwen3:8b,oil,stock,0
qwen3:8b,announcement,production,1
qwen3:8b,announcement,warning,5
qwen3:8b,profit,warning,0
qwen3:8b,profit,loss,1
qwen3:8b,dollar,yen,9
qwen3:8b,dollar,buck,10
qwen3:8b,dollar,profit,2
qwen3:8b,dollar,loss,2
qwen3:8b,computer,software,7
qwen3:8b,network,hardware,3
qwen3:8b,phone,equipment,3
qwen3:8b,equipment,maker,2
qwen3:8b,luxury,car,3
qwen3:8b,five,month,0
qwen3:8b,report,gain,1
qwen3:8b,investor,earning,3
qwen3:8b,liquid,water,8
qwen3:8b,baseball,season,3
qwen3:8b,game,victory,4
qwen3:8b,game,team,5
qwen3:8b,marathon,sprint,5
qwen3:8b,game,series,6
qwen3:8b,game,defeat,3
qwen3:8b,seven,series,1
qwen3:8b,seafood,sea,4
qwen3:8b,seafood,food,9
qwen3:8b,seafood,lobster,9
qwen3:8b,lobster,food,3
qwen3:8b,lobster,wine,1
qwen3:8b,food,preparation,4
qwen3:8b,video,archive,3
qwen3:8b,start,year,0
qwen3:8b,start,match,0
qwen3:8b,game,round,4
qwen3:8b,boxing,round,4
qwen3:8b,championship,tournament,9
qwen3:8b,fighting,defeating,9
qwen3:8b,line,insurance,0
qwen3:8b,day,summer,2
qwen3:8b,summer,drought,0
qwen3:8b,summer,nature,3
qwen3:8b,day,dawn,7
qwen3:8b,nature,environment,10
qwen3:8b,environment,ecology,10
qwen3:8b,nature,man,3
qwen3:8b,man,woman,6
qwen3:8b,man,governor,2
qwen3:8b,murder,manslaughter,9
qwen3:8b,soap,opera,0
qwen3:8b,opera,performance,8
qwen3:8b,life,lesson,1
qwen3:8b,focus,life,0
qwen3:8b,production,crew,3
qwen3:8b,television,film,5
qwen3:8b,lover,quarrel,1
qwen3:8b,viewer,serial,2
qwen3:8b,possibility,girl,0
qwen3:8b,population,development,2
qwen3:8b,morality,importance,2
qwen3:8b,morality,marriage,1
qwen3:8b,Mexico,Brazil,5
qwen3:8b,gender,equality,2
qwen3:8b,change,attitude,2
qwen3:8b,family,planning,2
qwen3:8b,opera,industry,0
qwen3:8b,sugar,approach,0
qwen3:8b,practice,institution,4
qwen3:8b,ministry,culture,0
qwen3:8b,problem,challenge,10
qwen3:8b,size,prominence,2
qwen3:8b,country,citizen,4
qwen3:8b,planet,people,0
qwen3:8b,development,issue,2
qwen3:8b,experience,music,0
qwen3:8b,music,project,0
qwen3:8b,glass,metal,2
qwen3:8b,aluminum,metal,8
qwen3:8b,chance,credibility,0
qwen3:8b,exhibit,memorabilia,3
qwen3:8b,concert,virtuoso,2
qwen3:8b,rock,jazz,4
qwen3:8b,museum,theater,4
qwen3:8b,observation,architecture,0
qwen3:8b,space,world,4
qwen3:8b,preservation,world,0
qwen3:8b,admission,ticket,7
qwen3:8b,shower,thunderstorm,4
qwen3:8b,shower,flood,7
qwen3:8b,weather,forecast,8
qwen3:8b,disaster,area,0
qwen3:8b,governor,office,5
qwen3:8b,architecture,century,0
