model,w1,w2,rating
gemma3:270m,rooster,voyage,Invalid Response
gemma3:270m,money,dollar,Invalid Response
gemma3:270m,money,cash,Invalid Response
gemma3:270m,money,currency,Invalid Response
gemma3:270m,money,wealth,Invalid Response
gemma3:270m,money,property,Invalid Response
gemma3:270m,money,possession,Invalid Response
gemma3:270m,money,bank,Invalid Response
gemma3:270m,money,deposit,Invalid Response
gemma3:270m,money,withdrawal,Invalid Response
gemma3:270m,money,laundering,Invalid Response
gemma3:270m,money,operation,Invalid Response
gemma3:270m,tiger,jaguar,Invalid Response
gemma3:270m,tiger,feline,Invalid Response
gemma3:270m,tiger,carnivore,Invalid Response
gemma3:270m,tiger,mammal,Invalid Response
gemma3:270m,tiger,animal,Invalid Response
gemma3:270m,tiger,organism,Invalid Response
gemma3:270m,tiger,fauna,Invalid Response
gemma3:270m,tiger,zoo,Invalid Response
gemma3:270m,psychology,psychiatry,Invalid Response
gemma3:270m,psychology,anxiety,Invalid Response
gemma3:270m,psychology,fear,Invalid Response
gemma3:270m,psychology,depression,Invalid Response
gemma3:270m,psychology,clinic,Invalid Response
gemma3:270m,psychology,doctor,Invalid Response
gemma3:270m,psychology,Freud,Invalid Response
gemma3:270m,psychology,mind,Invalid Response
gemma3:270m,psychology,health,Invalid Response
gemma3:270m,psychology,science,Invalid Response
gemma3:270m,psychology,discipline,Invalid Response
gemma3:270m,psychology,cognition,Invalid Response
gemma3:270m,planet,star,Invalid Response
gemma3:270m,planet,constellation,Invalid Response
gemma3:270m,planet,moon,Invalid Response
gemma3:270m,planet,sun,Invalid Response
gemma3:270m,planet,galaxy,Invalid Response
gemma3:270m,planet,space,Invalid Response
gemma3:270m,planet,astronomer,Invalid Response
gemma3:270m,precedent,example,Invalid Response
gemma3:270m,precedent,information,Invalid Response
gemma3:270m,precedent,cognition,Invalid Response
gemma3:270m,precedent,law,Invalid Response
gemma3:270m,precedent,collection,Invalid Response
gemma3:270m,precedent,group,Invalid Response
gemma3:270m,precedent,antecedent,Invalid Response
gemma3:270m,cup,coffee,Invalid Response
gemma3:270m,cup,tableware,Invalid Response
gemma3:270m,cup,article,Invalid Response
gemma3:270m,cup,artifact,Invalid Response
gemma3:270m,cup,object,Invalid Response
gemma3:270m,cup,entity,Invalid Response
gemma3:270m,cup,drink,Invalid Response
gemma3:270m,cup,food,Invalid Response
gemma3:270m,cup,substance,Invalid Response
gemma3:270m,cup,liquid,Invalid Response
gemma3:270m,jaguar,cat,Invalid Response
gemma3:270m,jaguar,car,Invalid Response
gemma3:270m,energy,secretary,Invalid Response
gemma3:270m,secretary,senate,Invalid Response
gemma3:270m,energy,laboratory,Invalid Response
gemma3:270m,computer,laboratory,Invalid Response
gemma3:270m,weapon,secret,Invalid Response
gemma3:270m,FBI,fingerprint,Invalid Response
gemma3:270m,FBI,investigation,Invalid Response
gemma3:270m,investigation,effort,Invalid Response
gemma3:270m,Mars,water,Invalid Response
gemma3:270m,Mars,scientist,Invalid Response
gemma3:270m,news,report,Invalid Response
gemma3:270m,canyon,landscape,Invalid Response
gemma3:270m,image,surface,Invalid Response
gemma3:270m,discovery,space,Invalid Response
gemma3:270m,water,seepage,Invalid Response
gemma3:270m,sign,recess,Invalid Response
gemma3:270m,Wednesday,news,Invalid Response
gemma3:270m,mile,kilometer,Invalid Response
gemma3:270m,computer,news,Invalid Response
gemma3:270m,territory,surface,Invalid Response
gemma3:270m,atmosphere,landscape,Invalid Response
gemma3:270m,president,medal,Invalid Response
gemma3:270m,war,troops,Invalid Response
gemma3:270m,record,number,Invalid Response
gemma3:270m,skin,eye,Invalid Response
gemma3:270m,Japanese,American,Invalid Response
gemma3:270m,theater,history,Invalid Response
gemma3:270m,volunteer,motto,Invalid Response
gemma3:270m,prejudice,recognition,Invalid Response
gemma3:270m,decoration,valor,Invalid Response
gemma3:270m,century,year,Invalid Response
gemma3:270m,century,nation,Invalid Response
gemma3:270m,delay,racism,Invalid Response
gemma3:270m,delay,news,Invalid Response
gemma3:270m,minister,party,Invalid Response
gemma3:270m,peace,plan,Invalid Response
gemma3:270m,minority,peace,Invalid Response
gemma3:270m,attempt,peace,Invalid Response
gemma3:270m,government,crisis,Invalid Response
gemma3:270m,deployment,departure,Invalid Response
gemma3:270m,deployment,withdrawal,Invalid Response
gemma3:270m,energy,crisis,Invalid Response
gemma3:270m,announcement,news,Invalid Response
gemma3:270m,announcement,effort,Invalid Response
gemma3:270m,stroke,hospital,Invalid Response
gemma3:270m,disability,death,Invalid Response
gemma3:270m,victim,emergency,Invalid Response
gemma3:270m,treatment,recovery,Invalid Response
gemma3:270m,journal,association,Invalid Response
gemma3:270m,doctor,personnel,Invalid Response
gemma3:270m,doctor,liability,Invalid Response
gemma3:270m,liability,insurance,Invalid Response
gemma3:270m,school,center,Invalid Response
gemma3:270m,reason,hypertension,Invalid Response
gemma3:270m,reason,criterion,Invalid Response
gemma3:270m,hundred,percent,Invalid Response
gemma3:270m,Harvard,Yale,Invalid Response
gemma3:270m,hospital,infrastructure,Invalid Response
gemma3:270m,death,row,Invalid Response
gemma3:270m,death,inmate,Invalid Response
gemma3:270m,lawyer,evidence,Invalid Response
gemma3:270m,life,death,Invalid Response
gemma3:270m,life,term,Invalid Response
gemma3:270m,word,similarity,Invalid Response
gemma3:270m,board,recommendation,Invalid Response
gemma3:270m,governor,interview,Invalid Response
gemma3:270m,OPEC,country,Invalid Response
gemma3:270m,peace,atmosphere,Invalid Response
gemma3:270m,peace,insurance,Invalid Response
gemma3:270m,territory,kilometer,Invalid Response
gemma3:270m,travel,activity,Invalid Response
gemma3:270m,competition,price,Invalid Response
gemma3:270m,consumer,confidence,Invalid Response
gemma3:270m,consumer,energy,Invalid Response
gemma3:270m,problem,airport,Invalid Response
gemma3:270m,car,flight,Invalid Response
gemma3:270m,credit,card,Invalid Response
gemma3:270m,credit,information,Invalid Response
gemma3:270m,hotel,reservation,Invalid Response
gemma3:270m,grocery,money,Invalid Response
gemma3:270m,registration,arrangement,Invalid Response
gemma3:270m,arrangement,accommodation,Invalid Response
gemma3:270m,month,hotel,Invalid Response
gemma3:270m,type,kind,Invalid Response
gemma3:270m,arrival,hotel,Invalid Response
gemma3:270m,bed,closet,Invalid Response
gemma3:270m,closet,clothes,Invalid Response
gemma3:270m,situation,conclusion,Invalid Response
gemma3:270m,situation,isolation,Invalid Response
gemma3:270m,impartiality,interest,Invalid Response
gemma3:270m,direction,combination,Invalid Response
gemma3:270m,street,place,Invalid Response
gemma3:270m,street,avenue,Invalid Response
gemma3:270m,street,block,Invalid Response
gemma3:270m,street,children,Invalid Response
gemma3:270m,listing,proximity,Invalid Response
gemma3:270m,listing,category,Invalid Response
gemma3:270m,cell,phone,Invalid Response
gemma3:270m,production,hike,Invalid Response
gemma3:270m,benchmark,index,Invalid Response
gemma3:270m,media,trading,Invalid Response
gemma3:270m,media,gain,Invalid Response
gemma3:270m,dividend,payment,Invalid Response
gemma3:270m,dividend,calculation,Invalid Response
gemma3:270m,calculation,computation,Invalid Response
gemma3:270m,currency,market,Invalid Response
gemma3:270m,OPEC,oil,Invalid Response
gemma3:270m,oil,stock,Invalid Response
gemma3:270m,announcement,production,Invalid Response
gemma3:270m,announcement,warning,Invalid Response
gemma3:270m,profit,warning,Invalid Response
gemma3:270m,profit,loss,Invalid Response
gemma3:270m,dollar,yen,Invalid Response
gemma3:270m,dollar,buck,Invalid Response
gemma3:270m,dollar,profit,Invalid Response
gemma3:270m,dollar,loss,Invalid Response
gemma3:270m,computer,software,Invalid Response
gemma3:270m,network,hardware,Invalid Response
gemma3:270m,phone,equipment,Invalid Response
gemma3:270m,equipment,maker,Invalid Response
gemma3:270m,luxury,car,Invalid Response
gemma3:270m,five,month,Invalid Response
gemma3:270m,report,gain,Invalid Response
gemma3:270m,investor,earning,Invalid Response
gemma3:270m,liquid,water,Invalid Response
gemma3:270m,baseball,season,Invalid Response
gemma3:270m,game,victory,Invalid Response
gemma3:270m,game,team,Invalid Response
gemma3:270m,marathon,sprint,Invalid Response
gemma3:270m,game,series,Invalid Response
gemma3:270m,game,defeat,Invalid Response
gemma3:270m,seven,series,Invalid Response
gemma3:270m,seafood,sea,Invalid Response
gemma3:270m,seafood,food,Invalid Response
gemma3:270m,seafood,lobster,Invalid Response
gemma3:270m,lobster,food,Invalid Response
gemma3:270m,lobster,wine,Invalid Response
gemma3:270m,food,preparation,Invalid Response
gemma3:270m,video,archive,Invalid Response
gemma3:270m,start,year,Invalid Response
gemma3:270m,start,match,Invalid Response
gemma3:270m,game,round,Invalid Response
gemma3:270m,boxing,round,Invalid Response
gemma3:270m,championship,tournament,Invalid Response
gemma3:270m,fighting,defeating,Invalid Response
gemma3:270m,line,insurance,Invalid Response
gemma3:270m,day,summer,Invalid Response
gemma3:270m,summer,drought,Invalid Response
gemma3:270m,summer,nature,Invalid Response
gemma3:270m,day,dawn,Invalid Response
gemma3:270m,nature,environment,Invalid Response
gemma3:270m,environment,ecology,Invalid Response
gemma3:270m,nature,man,Invalid Response
gemma3:270m,man,woman,Invalid Response
gemma3:270m,man,governor,Invalid Response
gemma3:270m,murder,manslaughter,Invalid Response
gemma3:270m,soap,opera,Invalid Response
gemma3:270m,opera,performance,Invalid Response
gemma3:270m,life,lesson,Invalid Response
gemma3:270m,focus,life,Invalid Response
gemma3:270m,production,crew,Invalid Response
gemma3:270m,television,film,Invalid Response
gemma3:270m,lover,quarrel,Invalid Response
gemma3:270m,viewer,serial,Invalid Response
gemma3:270m,possibility,girl,Invalid Response
gemma3:270m,population,development,Invalid Response
gemma3:270m,morality,importance,Invalid Response
gemma3:270m,morality,marriage,Invalid Response
gemma3:270m,Mexico,Brazil,Invalid Response
gemma3:270m,gender,equality,Invalid Response
gemma3:270m,change,attitude,Invalid Response
gemma3:270m,family,planning,Invalid Response
gemma3:270m,opera,industry,Invalid Response
gemma3:270m,sugar,approach,Invalid Response
gemma3:270m,practice,institution,Invalid Response
gemma3:270m,ministry,culture,Invalid Response
gemma3:270m,problem,challenge,Invalid Response
gemma3:270m,size,prominence,Invalid Response
gemma3:270m,country,citizen,Invalid Response
gemma3:270m,planet,people,Invalid Response
gemma3:270m,development,issue,Invalid Response
gemma3:270m,experience,music,Invalid Response
gemma3:270m,music,project,Invalid Response
gemma3:270m,glass,metal,Invalid Response
gemma3:270m,aluminum,metal,Invalid Response
gemma3:270m,chance,credibility,Invalid Response
gemma3:270m,exhibit,memorabilia,Invalid Response
gemma3:270m,concert,virtuoso,Invalid Response
gemma3:270m,rock,jazz,Invalid Response
gemma3:270m,museum,theater,Invalid Response
gemma3:270m,observation,architecture,Invalid Response
gemma3:270m,space,world,Invalid Response
gemma3:270m,preservation,world,Invalid Response
gemma3:270m,admission,ticket,Invalid Response
gemma3:270m,shower,thunderstorm,Invalid Response
gemma3:270m,shower,flood,Invalid Response
gemma3:270m,weather,forecast,Invalid Response
gemma3:270m,disaster,area,Invalid Response
gemma3:270m,governor,office,Invalid Response
gemma3:270m,architecture,century,Invalid Response
