model,w1,w2,rating
gemma3:1b,treatment,recovery,7
gemma3:1b,journal,association,9
gemma3:1b,doctor,personnel,Invalid Response
gemma3:1b,doctor,liability,7
gemma3:1b,liability,insurance,9
gemma3:1b,school,center,4
gemma3:1b,reason,hypertension,1
gemma3:1b,reason,criterion,7
gemma3:1b,hundred,percent,9
gemma3:1b,Harvard,Yale,9
gemma3:1b,hospital,infrastructure,Invalid Response
gemma3:1b,death,row,0
gemma3:1b,death,inmate,Invalid Response
gemma3:1b,lawyer,evidence,9
gemma3:1b,life,death,7
gemma3:1b,life,term,10
gemma3:1b,word,similarity,7
gemma3:1b,board,recommendation,7
gemma3:1b,governor,interview,7
gemma3:1b,OPEC,country,9
gemma3:1b,peace,atmosphere,8
gemma3:1b,peace,insurance,Invalid Response
gemma3:1b,territory,kilometer,10
gemma3:1b,travel,activity,8
gemma3:1b,competition,price,7
gemma3:1b,consumer,confidence,7
gemma3:1b,consumer,energy,7
gemma3:1b,problem,airport,3
gemma3:1b,car,flight,8
gemma3:1b,credit,card,9
gemma3:1b,credit,information,9
gemma3:1b,hotel,reservation,8
gemma3:1b,grocery,money,7
gemma3:1b,registration,arrangement,7
gemma3:1b,arrangement,accommodation,9
gemma3:1b,month,hotel,1
gemma3:1b,type,kind,7
gemma3:1b,arrival,hotel,8
gemma3:1b,bed,closet,7
gemma3:1b,closet,clothes,0
gemma3:1b,situation,conclusion,7
gemma3:1b,situation,isolation,7
gemma3:1b,impartiality,interest,7
gemma3:1b,direction,combination,10
gemma3:1b,street,place,7
gemma3:1b,street,avenue,9
gemma3:1b,street,block,7
gemma3:1b,street,children,8
gemma3:1b,listing,proximity,7
gemma3:1b,listing,category,7
gemma3:1b,cell,phone,7
gemma3:1b,production,hike,7
gemma3:1b,benchmark,index,9
gemma3:1b,media,trading,4
gemma3:1b,media,gain,7
gemma3:1b,dividend,payment,9
gemma3:1b,dividend,calculation,7
gemma3:1b,calculation,computation,9
gemma3:1b,currency,market,9
gemma3:1b,OPEC,oil,9
gemma3:1b,oil,stock,9
gemma3:1b,announcement,production,7
gemma3:1b,announcement,warning,7
gemma3:1b,profit,warning,7
gemma3:1b,profit,loss,9
gemma3:1b,dollar,yen,9
gemma3:1b,dollar,buck,0
gemma3:1b,dollar,profit,9
gemma3:1b,dollar,loss,10
gemma3:1b,computer,software,software
gemma3:1b,network,hardware,9
gemma3:1b,phone,equipment,7
gemma3:1b,equipment,maker,7
gemma3:1b,luxury,car,9
gemma3:1b,five,month,9
gemma3:1b,report,gain,7
gemma3:1b,investor,earning,7
gemma3:1b,liquid,water,9
gemma3:1b,baseball,season,9
gemma3:1b,game,victory,9
gemma3:1b,game,team,8
gemma3:1b,marathon,sprint,9
gemma3:1b,game,series,9
gemma3:1b,game,defeat,7
gemma3:1b,seven,series,7
gemma3:1b,seafood,sea,7
gemma3:1b,seafood,food,7
gemma3:1b,seafood,lobster,9
gemma3:1b,lobster,food,7
gemma3:1b,lobster,wine,1
gemma3:1b,food,preparation,7
gemma3:1b,video,archive,8
gemma3:1b,start,year,7
gemma3:1b,start,match,7
gemma3:1b,game,round,7
gemma3:1b,boxing,round,7
gemma3:1b,championship,tournament,9
gemma3:1b,fighting,defeating,7
gemma3:1b,line,insurance,3
gemma3:1b,day,summer,9
gemma3:1b,summer,drought,4
gemma3:1b,summer,nature,
gemma3:1b,day,dawn,8
gemma3:1b,nature,environment,8
gemma3:1b,environment,ecology,9
gemma3:1b,nature,man,10
gemma3:1b,man,woman,Invalid Response
gemma3:1b,man,governor,7
gemma3:1b,murder,manslaughter,Invalid Response
gemma3:1b,soap,opera,Invalid Response
gemma3:1b,opera,performance,8
gemma3:1b,life,lesson,7
gemma3:1b,focus,life,7
gemma3:1b,production,crew,7
gemma3:1b,television,film,9
gemma3:1b,lover,quarrel,10
gemma3:1b,viewer,serial,7
gemma3:1b,possibility,girl,8
gemma3:1b,population,development,7
gemma3:1b,morality,importance,Invalid Response
gemma3:1b,morality,marriage,Invalid Response
gemma3:1b,Mexico,Brazil,9
gemma3:1b,gender,equality,8
gemma3:1b,change,attitude,7
gemma3:1b,family,planning,7
gemma3:1b,opera,industry,Invalid Response
gemma3:1b,sugar,approach,3
gemma3:1b,practice,institution,7
gemma3:1b,ministry,culture,7
gemma3:1b,problem,challenge,7
gemma3:1b,size,prominence,3
gemma3:1b,country,citizen,9
gemma3:1b,planet,people,7
gemma3:1b,development,issue,7
gemma3:1b,experience,music,8
gemma3:1b,music,project,7
gemma3:1b,glass,metal,7
gemma3:1b,aluminum,metal,9
gemma3:1b,chance,credibility,8
gemma3:1b,exhibit,memorabilia,8
gemma3:1b,concert,virtuoso,9
gemma3:1b,rock,jazz,7
gemma3:1b,museum,theater,7
gemma3:1b,observation,architecture,7
gemma3:1b,space,world,Invalid Response
gemma3:1b,preservation,world,8
gemma3:1b,admission,ticket,9
gemma3:1b,shower,thunderstorm,Invalid Response
gemma3:1b,shower,flood,Invalid Response
gemma3:1b,weather,forecast,8
gemma3:1b,disaster,area,0
gemma3:1b,governor,office,7
gemma3:1b,architecture,century,9
