model,w1,w2,rating
qwen3:0.6b,physics,proton,0
qwen3:0.6b,physics,chemistry,10
qwen3:0.6b,space,chemistry,5
qwen3:0.6b,alcohol,chemistry,7
qwen3:0.6b,vodka,gin,8
qwen3:0.6b,vodka,brandy,10
qwen3:0.6b,drink,car,0
qwen3:0.6b,drink,ear,0
qwen3:0.6b,drink,mouth,0
qwen3:0.6b,drink,eat,5
qwen3:0.6b,baby,mother,10
qwen3:0.6b,drink,mother,10
qwen3:0.6b,car,automobile,10
qwen3:0.6b,gem,jewel,10
qwen3:0.6b,journey,voyage,10
qwen3:0.6b,boy,lad,Invalid Response
qwen3:0.6b,coast,shore,6
qwen3:0.6b,asylum,madhouse,10
qwen3:0.6b,magician,wizard,10
qwen3:0.6b,midday,noon,10
qwen3:0.6b,furnace,stove,10
qwen3:0.6b,food,fruit,8
qwen3:0.6b,bird,cock,0
qwen3:0.6b,bird,crane,10
qwen3:0.6b,tool,implement,10
qwen3:0.6b,brother,monk,10
qwen3:0.6b,crane,implement,10
qwen3:0.6b,lad,brother,10
qwen3:0.6b,journey,car,0
qwen3:0.6b,monk,oracle,10
qwen3:0.6b,cemetery,woodland,0
qwen3:0.6b,food,rooster,0
qwen3:0.6b,coast,hill,0
qwen3:0.6b,forest,graveyard,5
qwen3:0.6b,shore,woodland,6
qwen3:0.6b,monk,slave,0
qwen3:0.6b,coast,forest,0
qwen3:0.6b,lad,wizard,10
qwen3:0.6b,chord,smile,0
qwen3:0.6b,glass,magician,0
qwen3:0.6b,noon,string,0
qwen3:0.6b,rooster,voyage,0
qwen3:0.6b,money,dollar,10
qwen3:0.6b,money,cash,10
qwen3:0.6b,money,currency,10
qwen3:0.6b,money,wealth,10
qwen3:0.6b,money,property,6
qwen3:0.6b,money,possession,0
qwen3:0.6b,money,bank,0
qwen3:0.6b,money,deposit,10
qwen3:0.6b,money,withdrawal,Invalid Response
qwen3:0.6b,money,laundering,8
qwen3:0.6b,money,operation,0
qwen3:0.6b,tiger,jaguar,10
qwen3:0.6b,tiger,feline,10
qwen3:0.6b,tiger,carnivore,10
qwen3:0.6b,tiger,mammal,10
qwen3:0.6b,tiger,animal,Invalid Response
qwen3:0.6b,tiger,organism,10
qwen3:0.6b,tiger,fauna,5
qwen3:0.6b,tiger,zoo,0
qwen3:0.6b,psychology,psychiatry,10
qwen3:0.6b,psychology,anxiety,8
qwen3:0.6b,psychology,fear,8
qwen3:0.6b,psychology,depression,8
qwen3:0.6b,psychology,clinic,10
qwen3:0.6b,psychology,doctor,0
qwen3:0.6b,psychology,Freud,10
qwen3:0.6b,psychology,mind,8
qwen3:0.6b,psychology,health,0
qwen3:0.6b,psychology,science,10
qwen3:0.6b,psychology,discipline,Invalid Response
qwen3:0.6b,psychology,cognition,Invalid Response
qwen3:0.6b,planet,star,10
qwen3:0.6b,planet,constellation,Invalid Response
qwen3:0.6b,planet,moon,Invalid Response
qwen3:0.6b,planet,sun,10
qwen3:0.6b,planet,galaxy,Invalid Response
qwen3:0.6b,planet,space,0
qwen3:0.6b,planet,astronomer,0
qwen3:0.6b,precedent,example,0
qwen3:0.6b,precedent,information,7
qwen3:0.6b,precedent,cognition,Invalid Response
qwen3:0.6b,precedent,law,7
qwen3:0.6b,precedent,collection,0
qwen3:0.6b,precedent,group,7
qwen3:0.6b,precedent,antecedent,10
qwen3:0.6b,cup,coffee,0
qwen3:0.6b,cup,tableware,10
qwen3:0.6b,cup,article,0
qwen3:0.6b,cup,artifact,0
qwen3:0.6b,cup,object,10
qwen3:0.6b,cup,entity,0
qwen3:0.6b,cup,drink,10
qwen3:0.6b,cup,food,0
qwen3:0.6b,cup,substance,0
qwen3:0.6b,cup,liquid,0
qwen3:0.6b,jaguar,cat,10
qwen3:0.6b,jaguar,car,10
qwen3:0.6b,energy,secretary,0
qwen3:0.6b,secretary,senate,0
qwen3:0.6b,energy,laboratory,6
qwen3:0.6b,computer,laboratory,0
qwen3:0.6b,weapon,secret,0
qwen3:0.6b,FBI,fingerprint,0
qwen3:0.6b,FBI,investigation,7
qwen3:0.6b,investigation,effort,8
qwen3:0.6b,Mars,water,0
qwen3:0.6b,Mars,scientist,0
qwen3:0.6b,news,report,10
qwen3:0.6b,canyon,landscape,10
qwen3:0.6b,image,surface,8
qwen3:0.6b,discovery,space,7
qwen3:0.6b,water,seepage,10
qwen3:0.6b,sign,recess,0
qwen3:0.6b,Wednesday,news,Invalid Response
qwen3:0.6b,mile,kilometer,10
qwen3:0.6b,computer,news,0
qwen3:0.6b,territory,surface,5
qwen3:0.6b,atmosphere,landscape,8
qwen3:0.6b,president,medal,10
qwen3:0.6b,war,troops,8
qwen3:0.6b,record,number,0
qwen3:0.6b,skin,eye,0
qwen3:0.6b,Japanese,American,Invalid Response
qwen3:0.6b,theater,history,0
qwen3:0.6b,volunteer,motto,7
qwen3:0.6b,prejudice,recognition,6
qwen3:0.6b,decoration,valor,0
qwen3:0.6b,century,year,0
qwen3:0.6b,century,nation,0
qwen3:0.6b,delay,racism,0
qwen3:0.6b,delay,news,0
qwen3:0.6b,minister,party,6
qwen3:0.6b,peace,plan,5
qwen3:0.6b,minority,peace,10
qwen3:0.6b,attempt,peace,10
qwen3:0.6b,government,crisis,0
qwen3:0.6b,deployment,departure,5
qwen3:0.6b,deployment,withdrawal,0
qwen3:0.6b,energy,crisis,8
qwen3:0.6b,announcement,news,10
qwen3:0.6b,announcement,effort,8
qwen3:0.6b,stroke,hospital,0
qwen3:0.6b,disability,death,0
qwen3:0.6b,victim,emergency,0
qwen3:0.6b,treatment,recovery,7
qwen3:0.6b,journal,association,10
qwen3:0.6b,doctor,personnel,0
qwen3:0.6b,doctor,liability,0
qwen3:0.6b,liability,insurance,10
qwen3:0.6b,school,center,10
qwen3:0.6b,reason,hypertension,0
qwen3:0.6b,reason,criterion,7
qwen3:0.6b,hundred,percent,Invalid Response
qwen3:0.6b,Harvard,Yale,10
qwen3:0.6b,hospital,infrastructure,6
qwen3:0.6b,death,row,0
qwen3:0.6b,death,inmate,0
qwen3:0.6b,lawyer,evidence,5
qwen3:0.6b,life,death,10
qwen3:0.6b,life,term,0
qwen3:0.6b,word,similarity,10
qwen3:0.6b,board,recommendation,0
qwen3:0.6b,governor,interview,0
qwen3:0.6b,OPEC,country,10
qwen3:0.6b,peace,atmosphere,10
qwen3:0.6b,peace,insurance,0
qwen3:0.6b,territory,kilometer,0
qwen3:0.6b,travel,activity,8
qwen3:0.6b,competition,price,10
qwen3:0.6b,consumer,confidence,5
qwen3:0.6b,consumer,energy,0
qwen3:0.6b,problem,airport,0
qwen3:0.6b,car,flight,0
qwen3:0.6b,credit,card,10
qwen3:0.6b,credit,information,0
qwen3:0.6b,hotel,reservation,5
qwen3:0.6b,grocery,money,0
qwen3:0.6b,registration,arrangement,0
qwen3:0.6b,arrangement,accommodation,0
qwen3:0.6b,month,hotel,0
qwen3:0.6b,type,kind,7
qwen3:0.6b,arrival,hotel,0
qwen3:0.6b,bed,closet,7
qwen3:0.6b,closet,clothes,10
qwen3:0.6b,situation,conclusion,7
qwen3:0.6b,situation,isolation,6
qwen3:0.6b,impartiality,interest,0
qwen3:0.6b,direction,combination,10
qwen3:0.6b,street,place,10
qwen3:0.6b,street,avenue,10
qwen3:0.6b,street,block,10
qwen3:0.6b,street,children,0
qwen3:0.6b,listing,proximity,5
qwen3:0.6b,listing,category,10
qwen3:0.6b,cell,phone,10
qwen3:0.6b,production,hike,0
qwen3:0.6b,benchmark,index,6
qwen3:0.6b,media,trading,0
qwen3:0.6b,media,gain,5
qwen3:0.6b,dividend,payment,10
qwen3:0.6b,dividend,calculation,0
qwen3:0.6b,calculation,computation,8
qwen3:0.6b,currency,market,6
qwen3:0.6b,OPEC,oil,10
qwen3:0.6b,oil,stock,0
qwen3:0.6b,announcement,production,0
qwen3:0.6b,announcement,warning,10
qwen3:0.6b,profit,warning,0
qwen3:0.6b,profit,loss,0
qwen3:0.6b,dollar,yen,10
qwen3:0.6b,dollar,buck,10
qwen3:0.6b,dollar,profit,8
qwen3:0.6b,dollar,loss,8
qwen3:0.6b,computer,software,7
qwen3:0.6b,network,hardware,0
qwen3:0.6b,phone,equipment,5
qwen3:0.6b,equipment,maker,0
qwen3:0.6b,luxury,car,0
qwen3:0.6b,five,month,10
qwen3:0.6b,report,gain,10
qwen3:0.6b,investor,earning,Invalid Response
qwen3:0.6b,liquid,water,10
qwen3:0.6b,baseball,season,7
qwen3:0.6b,game,victory,5
qwen3:0.6b,game,team,8
qwen3:0.6b,marathon,sprint,6
qwen3:0.6b,game,series,7
qwen3:0.6b,game,defeat,5
qwen3:0.6b,seven,series,10
qwen3:0.6b,seafood,sea,5
qwen3:0.6b,seafood,food,10
qwen3:0.6b,seafood,lobster,
qwen3:0.6b,lobster,food,0
qwen3:0.6b,lobster,wine,0
qwen3:0.6b,food,preparation,7
qwen3:0.6b,video,archive,0
qwen3:0.6b,start,year,0
qwen3:0.6b,start,match,0
qwen3:0.6b,game,round,5
qwen3:0.6b,boxing,round,5
qwen3:0.6b,championship,tournament,7
qwen3:0.6b,fighting,defeating,5
qwen3:0.6b,line,insurance,0
qwen3:0.6b,day,summer,5
qwen3:0.6b,summer,drought,0
qwen3:0.6b,summer,nature,10
qwen3:0.6b,day,dawn,10
qwen3:0.6b,nature,environment,10
qwen3:0.6b,environment,ecology,10
qwen3:0.6b,nature,man,0
qwen3:0.6b,man,woman,0
qwen3:0.6b,man,governor,0
qwen3:0.6b,murder,manslaughter,7
qwen3:0.6b,soap,opera,0
qwen3:0.6b,opera,performance,10
qwen3:0.6b,life,lesson,8
qwen3:0.6b,focus,life,6
qwen3:0.6b,production,crew,0
qwen3:0.6b,television,film,6
qwen3:0.6b,lover,quarrel,10
qwen3:0.6b,viewer,serial,0
qwen3:0.6b,possibility,girl,10
qwen3:0.6b,population,development,0
qwen3:0.6b,morality,importance,10
qwen3:0.6b,morality,marriage,5
qwen3:0.6b,Mexico,Brazil,5
qwen3:0.6b,gender,equality,0
qwen3:0.6b,change,attitude,5
qwen3:0.6b,family,planning,10
qwen3:0.6b,opera,industry,7
qwen3:0.6b,sugar,approach,0
qwen3:0.6b,practice,institution,0
qwen3:0.6b,ministry,culture,7
qwen3:0.6b,problem,challenge,10
qwen3:0.6b,size,prominence,8
qwen3:0.6b,country,citizen,10
qwen3:0.6b,planet,people,0
qwen3:0.6b,development,issue,10
qwen3:0.6b,experience,music,0
qwen3:0.6b,music,project,10
qwen3:0.6b,glass,metal,7
qwen3:0.6b,aluminum,metal,10
qwen3:0.6b,chance,credibility,10
qwen3:0.6b,exhibit,memorabilia,7
qwen3:0.6b,concert,virtuoso,Invalid Response
qwen3:0.6b,rock,jazz,5
qwen3:0.6b,museum,theater,7
qwen3:0.6b,observation,architecture,6
qwen3:0.6b,space,world,7
qwen3:0.6b,preservation,world,5
qwen3:0.6b,admission,ticket,Invalid Response
qwen3:0.6b,shower,thunderstorm,0
qwen3:0.6b,shower,flood,5
qwen3:0.6b,weather,forecast,5
qwen3:0.6b,disaster,area,0
qwen3:0.6b,governor,office,10
qwen3:0.6b,architecture,century,10
