model,w1,w2,rating
gemma3:12b,dollar,yen,7
gemma3:12b,dollar,buck,8
gemma3:12b,dollar,profit,4
gemma3:12b,dollar,loss,2
gemma3:12b,computer,software,7
gemma3:12b,network,hardware,2
gemma3:12b,phone,equipment,2
gemma3:12b,equipment,maker,1
gemma3:12b,luxury,car,4
gemma3:12b,five,month,2
gemma3:12b,report,gain,2
gemma3:12b,investor,earning,3
gemma3:12b,liquid,water,9
gemma3:12b,baseball,season,3
gemma3:12b,game,victory,6
gemma3:12b,game,team,6
gemma3:12b,marathon,sprint,2
gemma3:12b,game,series,4
gemma3:12b,game,defeat,4
gemma3:12b,seven,series,1
gemma3:12b,seafood,sea,6
gemma3:12b,seafood,food,7
gemma3:12b,seafood,lobster,7
gemma3:12b,lobster,food,4
gemma3:12b,lobster,wine,0
gemma3:12b,food,preparation,3
gemma3:12b,video,archive,2
gemma3:12b,start,year,2
gemma3:12b,start,match,6
gemma3:12b,game,round,3
gemma3:12b,boxing,round,6
gemma3:12b,championship,tournament,8
gemma3:12b,fighting,defeating,8
gemma3:12b,line,insurance,0
gemma3:12b,day,summer,4
gemma3:12b,summer,drought,3
gemma3:12b,summer,nature,3
gemma3:12b,day,dawn,8
gemma3:12b,nature,environment,8
gemma3:12b,environment,ecology,8
gemma3:12b,nature,man,2
gemma3:12b,man,woman,7
gemma3:12b,man,governor,2
gemma3:12b,murder,manslaughter,8
gemma3:12b,soap,opera,1
gemma3:12b,opera,performance,7
gemma3:12b,life,lesson,2
gemma3:12b,focus,life,3
gemma3:12b,production,crew,3
gemma3:12b,television,film,7
gemma3:12b,lover,quarrel,1
gemma3:12b,viewer,serial,1
gemma3:12b,possibility,girl,0
gemma3:12b,population,development,3
gemma3:12b,morality,importance,3
gemma3:12b,morality,marriage,3
gemma3:12b,Mexico,Brazil,6
gemma3:12b,gender,equality,6
gemma3:12b,change,attitude,3
gemma3:12b,family,planning,1
gemma3:12b,opera,industry,1
gemma3:12b,sugar,approach,1
gemma3:12b,practice,institution,2
gemma3:12b,ministry,culture,3
gemma3:12b,problem,challenge,8
gemma3:12b,size,prominence,4
gemma3:12b,country,citizen,4
gemma3:12b,planet,people,2
gemma3:12b,development,issue,2
gemma3:12b,experience,music,2
gemma3:12b,music,project,1
gemma3:12b,glass,metal,2
gemma3:12b,aluminum,metal,8
gemma3:12b,chance,credibility,1
gemma3:12b,exhibit,memorabilia,2
gemma3:12b,concert,virtuoso,3
gemma3:12b,rock,jazz,2
gemma3:12b,museum,theater,3
gemma3:12b,observation,architecture,1
gemma3:12b,space,world,6
gemma3:12b,preservation,world,1
gemma3:12b,admission,ticket,6
gemma3:12b,shower,thunderstorm,3
gemma3:12b,shower,flood,7
gemma3:12b,weather,forecast,6
gemma3:12b,disaster,area,1
gemma3:12b,governor,office,3
gemma3:12b,architecture,century,1
