model,w1,w2,rating
qwen3:1.7b,phone,equipment,6
qwen3:1.7b,equipment,maker,5
qwen3:1.7b,luxury,car,1
qwen3:1.7b,five,month,1
qwen3:1.7b,report,gain,0
qwen3:1.7b,investor,earning,3
qwen3:1.7b,liquid,water,10
qwen3:1.7b,baseball,season,6
qwen3:1.7b,game,victory,9
qwen3:1.7b,game,team,6
qwen3:1.7b,marathon,sprint,6
qwen3:1.7b,game,series,6
qwen3:1.7b,game,defeat,7
qwen3:1.7b,seven,series,2
qwen3:1.7b,seafood,sea,6
qwen3:1.7b,seafood,food,8
qwen3:1.7b,seafood,lobster,8
qwen3:1.7b,lobster,food,7
qwen3:1.7b,lobster,wine,1
qwen3:1.7b,food,preparation,2
qwen3:1.7b,video,archive,2
qwen3:1.7b,start,year,2
qwen3:1.7b,start,match,7
qwen3:1.7b,game,round,8
qwen3:1.7b,boxing,round,5
qwen3:1.7b,championship,tournament,8
qwen3:1.7b,fighting,defeating,9
qwen3:1.7b,line,insurance,0
qwen3:1.7b,day,summer,1
qwen3:1.7b,summer,drought,3
qwen3:1.7b,summer,nature,5
qwen3:1.7b,day,dawn,8
qwen3:1.7b,nature,environment,8
qwen3:1.7b,environment,ecology,6
qwen3:1.7b,nature,man,1
qwen3:1.7b,man,woman,9
qwen3:1.7b,man,governor,5
qwen3:1.7b,murder,manslaughter,8
qwen3:1.7b,soap,opera,0
qwen3:1.7b,opera,performance,7
qwen3:1.7b,life,lesson,0
qwen3:1.7b,focus,life,2
qwen3:1.7b,production,crew,2
qwen3:1.7b,television,film,6
qwen3:1.7b,lover,quarrel,2
qwen3:1.7b,viewer,serial,1
qwen3:1.7b,possibility,girl,0
qwen3:1.7b,population,development,0
qwen3:1.7b,morality,importance,4
qwen3:1.7b,morality,marriage,7
qwen3:1.7b,Mexico,Brazil,8
qwen3:1.7b,gender,equality,2
qwen3:1.7b,change,attitude,5
qwen3:1.7b,family,planning,0
qwen3:1.7b,opera,industry,0
qwen3:1.7b,sugar,approach,0
qwen3:1.7b,practice,institution,1
qwen3:1.7b,ministry,culture,0
qwen3:1.7b,problem,challenge,8
qwen3:1.7b,size,prominence,5
qwen3:1.7b,country,citizen,2
qwen3:1.7b,planet,people,1
qwen3:1.7b,development,issue,2
qwen3:1.7b,experience,music,0
qwen3:1.7b,music,project,0
qwen3:1.7b,glass,metal,2
qwen3:1.7b,aluminum,metal,9
qwen3:1.7b,chance,credibility,3
qwen3:1.7b,exhibit,memorabilia,3
qwen3:1.7b,concert,virtuoso,2
qwen3:1.7b,rock,jazz,5
qwen3:1.7b,museum,theater,8
qwen3:1.7b,observation,architecture,0
qwen3:1.7b,space,world,6
qwen3:1.7b,preservation,world,0
qwen3:1.7b,admission,ticket,7
qwen3:1.7b,shower,thunderstorm,2
qwen3:1.7b,shower,flood,1
qwen3:1.7b,weather,forecast,6
qwen3:1.7b,disaster,area,1
qwen3:1.7b,governor,office,7
qwen3:1.7b,architecture,century,0
